SET,DAG,MODEL,K_EDGE,N_FEAT,FEATURE_KEY,AUROC,AUPRC,F1,Brier,ECE
F,GES,FFMLP,14,14,a1fec3a388e01181,0.7305838417612958,0.0596370247053007,0.1118012422360248,0.0220765179495629,0.0042318550941162
F,GES,Logit,14,14,a1fec3a388e01181,0.6080617495711835,0.0309722097092912,0.0534283170080142,0.0223041451286719,0.0028446312816212
F,GES,RF,15,15,cb5f525e0160d63e,0.9003445006549855,0.2436565510643986,0.3137254901960784,0.0187849728823036,0.0054090019569471
F,GES,XGBoost,15,15,cb5f525e0160d63e,0.8912959304050777,0.2454617478242365,0.3174603174603174,0.0197933149236154,0.0136587784860177
F,GES,LightGBM,15,15,cb5f525e0160d63e,0.8795514254076471,0.2377078511697541,0.3076923076923077,0.0213848598273319,0.0212594108402929
F,GES,FFMLP,15,15,cb5f525e0160d63e,0.7176469736775445,0.0608421302655279,0.0930232558139534,0.0215943131539654,0.0020851088812231
F,GES,Logit,15,15,cb5f525e0160d63e,0.6079025265793836,0.0308925335143046,0.0541019955654102,0.0223138743658043,0.0028305178904981
F,GES,RF,16,16,4e166a10ed1809fb,0.8983777348358194,0.249972091096808,0.3333333333333333,0.0187277372099524,0.0041146211909421
F,GES,XGBoost,16,16,4e166a10ed1809fb,0.8932337465893712,0.2594465280591595,0.3333333333333333,0.0192685251559089,0.0132040855834593
F,GES,LightGBM,16,16,4e166a10ed1809fb,0.8759182462311194,0.2509207158500483,0.3333333333333333,0.0213428279684329,0.0210731599372942
F,GES,FFMLP,16,16,4e166a10ed1809fb,0.7212910089671494,0.0659294239533778,0.0927152317880794,0.0214959492837697,0.0028039500563045
F,GES,Logit,16,16,4e166a10ed1809fb,0.6087854904430018,0.0309897895423924,0.0540780141843971,0.0223125577233678,0.0027870588335596
F,GES,RF,17,17,0d01880d0145c7ce,0.9074299237900862,0.28549532646441,0.3233532934131736,0.0182647145652781,0.0044568073804864
F,GES,XGBoost,17,17,0d01880d0145c7ce,0.8963132639989578,0.3083983581636136,0.3386243386243386,0.0188292096824108,0.0121871980806973
F,GES,LightGBM,17,17,0d01880d0145c7ce,0.8835898994723929,0.2747993373431389,0.3188405797101449,0.0207148555381871,0.0200368273106287
F,GES,FFMLP,17,17,0d01880d0145c7ce,0.7796643289836507,0.0972625169933939,0.1868131868131868,0.0213310757881311,0.0053007911431462
F,GES,Logit,17,17,0d01880d0145c7ce,0.7074168964543934,0.0534070365963622,0.1317647058823529,0.0226705764970423,0.0044074063221435
F,GES,XGBoost,18,18,b06e165c81b64287,0.9095794341793864,0.3624908397059081,0.3684210526315789,0.0174730372406837,0.0116014411321588
F,GES,RF,18,18,b06e165c81b64287,0.907511344638166,0.3414224394894078,0.3896103896103896,0.0172931842325971,0.004211350293542
F,GES,LightGBM,18,18,b06e165c81b64287,0.8877296972591934,0.3315982748107602,0.3952095808383233,0.0190974415784145,0.0184696747399992
F,GES,FFMLP,18,18,b06e165c81b64287,0.7796100484182644,0.0934613275306912,0.1383647798742138,0.021631178223774,0.0040799600200043
F,GES,Logit,18,18,b06e165c81b64287,0.7096134500003618,0.0547569361517267,0.1336515513126491,0.0226910621257478,0.0045641651606273
F,GES,RF,19,19,9caf7c85f2f7ef3f,0.9075113446381656,0.3341843681868827,0.3734939759036144,0.0173778227564998,0.0046429969247973
F,GES,XGBoost,19,19,9caf7c85f2f7ef3f,0.904762938677436,0.3450763469186795,0.4210526315789473,0.0178283775054984,0.0110234392270277
F,GES,LightGBM,19,19,9caf7c85f2f7ef3f,0.8744092465133784,0.3175891613026164,0.4047619047619047,0.0190948174561453,0.0183214923426103
F,GES,FFMLP,19,19,9caf7c85f2f7ef3f,0.7905783413306701,0.1092442645500603,0.2058823529411764,0.0213110120151005,0.0046873201894958
F,GES,Logit,19,19,9caf7c85f2f7ef3f,0.7144950821807762,0.0575598049718641,0.1300448430493273,0.0226367641911778,0.0044156120460684
F,GES,RF,20,20,35af8e8754ee8666,0.9121903293744708,0.3449279543377057,0.4,0.0172336035784176,0.0034106793402292
F,GES,XGBoost,20,20,35af8e8754ee8666,0.9063008880300496,0.347600958131849,0.4320987654320987,0.0177102127038158,0.0119703603517352
F,GES,LightGBM,20,20,35af8e8754ee8666,0.8808107345246108,0.3318006817808946,0.4150943396226415,0.0191436537159755,0.0187390685664947
F,GES,FFMLP,20,20,35af8e8754ee8666,0.7996938576112209,0.1095740207049652,0.1363636363636363,0.0214928152652088,0.005125175137255
F,GES,Logit,20,20,35af8e8754ee8666,0.7152260604613124,0.0573931179966478,0.1291759465478842,0.0226125761696666,0.0043337154550496
F,GES,RF,21,21,7c1e39fba7944cc6,0.91302986878578,0.3381679220885786,0.4047619047619047,0.0172732166620072,0.0026603298853788
F,GES,XGBoost,21,21,7c1e39fba7944cc6,0.904173089866904,0.3339398330373616,0.35,0.0179726833243235,0.013763470563497
F,GES,LightGBM,21,21,7c1e39fba7944cc6,0.8802353605315154,0.3261813173094515,0.4153846153846154,0.0189208714994177,0.0180850457601589
F,GES,FFMLP,21,21,7c1e39fba7944cc6,0.7873739786206947,0.1050474974416339,0.1212121212121212,0.0211770955134282,0.0058399907477056
F,GES,Logit,21,21,7c1e39fba7944cc6,0.7164672760564808,0.0577865708291311,0.1315192743764172,0.0226112882212076,0.0044346198750668
F,GES,RF,22,22,77e8f67bfe4e375c,0.9090565313994978,0.3410519756633181,0.3464566929133858,0.0172213542074364,0.0025719876991892
F,GES,XGBoost,22,22,77e8f67bfe4e375c,0.9007751264737174,0.3512632272445323,0.4171122994652406,0.0177775815662278,0.0120520269574906
F,GES,LightGBM,22,22,77e8f67bfe4e375c,0.8777999724978469,0.3283910211674608,0.3803680981595092,0.0187804385581084,0.0179890130819511
F,GES,FFMLP,22,22,77e8f67bfe4e375c,0.7976818579875661,0.1304743308298857,0.1592920353982301,0.0209098540914242,0.0047366004111752
F,GES,Logit,22,22,77e8f67bfe4e375c,0.7767078475222732,0.0928120664078335,0.075187969924812,0.0217582547399035,0.0031478712616575
F,GES,RF,23,23,7bcd600cbd74516f,0.9185284900594192,0.3533696809400924,0.425287356321839,0.0169890992451775,0.0021638244338831
F,GES,XGBoost,23,23,7bcd600cbd74516f,0.9123296494922958,0.3955146225577113,0.4275862068965517,0.0169596263156523,0.0116105674002356
F,GES,LightGBM,23,23,7bcd600cbd74516f,0.9006050473688401,0.3588248334906369,0.3949044585987261,0.0184098177399844,0.0185753269318573
F,GES,FFMLP,23,23,7bcd600cbd74516f,0.8051617198978078,0.1217593733059764,0.225,0.0211888031307266,0.0050774143572906
F,GES,Logit,23,23,7bcd600cbd74516f,0.776541387121755,0.0935921441162957,0.0763358778625954,0.0217034888779479,0.0029631249084553
F,GES,RF,24,24,341c39ce98947f83,0.91310948028168,0.3589937047807024,0.4155844155844156,0.017058511601901,0.0025988258317025
F,GES,XGBoost,24,24,341c39ce98947f83,0.9102416570771,0.4034565471949127,0.4816753926701571,0.0169679106097833,0.0122283939065175
F,GES,LightGBM,24,24,341c39ce98947f83,0.8954918181094441,0.368438925798762,0.4347826086956521,0.0184179782277752,0.0185646076447802
F,GES,FFMLP,24,24,341c39ce98947f83,0.7952681821800522,0.1106634517894578,0.1240310077519379,0.02109935247304,0.0047672679119264
F,GES,Logit,24,24,341c39ce98947f83,0.78225532130476,0.100021317868931,0.1518987341772152,0.0216699814108097,0.0031111344722613
F,GES,RF,25,25,866bdd57b4751fc2,0.9191961410136716,0.3770384519194492,0.4444444444444444,0.0167564786133631,0.0033732177802627
F,GES,XGBoost,25,25,866bdd57b4751fc2,0.9130280594336004,0.4241645848808633,0.4135021097046413,0.0165807569739336,0.0119877135552161
F,GES,LightGBM,25,25,866bdd57b4751fc2,0.8997365583226581,0.4073953910058309,0.4429530201342282,0.0174191555885165,0.0162176077708375
F,GES,FFMLP,25,25,866bdd57b4751fc2,0.8051508637847306,0.1225977313439653,0.2385964912280701,0.020877216221317,0.0061046015031204
F,GES,Logit,25,25,866bdd57b4751fc2,0.7830984794204283,0.100628751422377,0.1333333333333333,0.0217500990093105,0.0033481095949969
F,GES,XGBoost,26,26,14713403710efe90,0.9117108510468912,0.4343832790089434,0.4387096774193548,0.0167645148758374,0.0122135976147972
F,GES,RF,26,26,14713403710efe90,0.9088357904335932,0.3978003864975029,0.4020618556701031,0.0164147520268381,0.0041364271736091
F,GES,LightGBM,26,26,14713403710efe90,0.895249364917385,0.4250776804090934,0.4459459459459459,0.017650147415233,0.0176296875836948
F,GES,FFMLP,26,26,14713403710efe90,0.7945914844649022,0.1138823472730534,0.231578947368421,0.0210909687181081,0.0059364932629068
F,GES,Logit,26,26,14713403710efe90,0.7835942419176238,0.1014070442948653,0.1528662420382165,0.021712988152473,0.003146819689891
F,GES,RF,27,27,beddd8a3ebc3be11,0.9217726585173444,0.4041284221363678,0.4093567251461988,0.0163405501817165,0.0040050321498462
F,GES,XGBoost,27,27,beddd8a3ebc3be11,0.9140051096105548,0.4183503107283192,0.4383561643835616,0.0170294152132177,0.0121338972008193
F,GES,LightGBM,27,27,beddd8a3ebc3be11,0.8959694870848443,0.4224352161380535,0.4276729559748428,0.0176492304363105,0.0174922248518111
F,GES,FFMLP,27,27,beddd8a3ebc3be11,0.8166872932815132,0.1229516746325309,0.2402826855123674,0.0211371352265312,0.0058493554539539
F,GES,Logit,27,27,beddd8a3ebc3be11,0.7830622923768374,0.1010904091659123,0.1528662420382165,0.0217063860154501,0.0031456233723679
F,GES,XGBoost,28,28,05d6010847d32e20,0.915984540894978,0.4189334500549053,0.416243654822335,0.016620764948425,0.011915470964515
F,GES,RF,28,28,05d6010847d32e20,0.9108188404223752,0.4054576694551824,0.4161849710982659,0.0163496449538719,0.0028291864691081
F,GES,LightGBM,28,28,05d6010847d32e20,0.8930202430321847,0.4224408799627858,0.4415584415584415,0.0174861222517401,0.0177062429207177
F,GES,FFMLP,28,28,05d6010847d32e20,0.8098768916777038,0.1224532115885062,0.2212389380530973,0.0210858826207167,0.0048913849308891
F,GES,Logit,28,28,05d6010847d32e20,0.7841406662758466,0.1009791591291336,0.1383647798742138,0.0217019746415971,0.0031152471144378
F,GES,RF,29,29,9f0f888f10f41fdf,0.9203306048302464,0.4152012394449383,0.4074074074074074,0.0161760369024322,0.0052708974000559
F,GES,XGBoost,29,29,9f0f888f10f41fdf,0.9083092689493454,0.4274620715779308,0.4497041420118343,0.0164257859344669,0.0111090015128686
F,GES,LightGBM,29,29,9f0f888f10f41fdf,0.9010320544832128,0.4370500184387862,0.4545454545454545,0.0176209686775315,0.0178214176806144
F,GES,FFMLP,29,29,9f0f888f10f41fdf,0.8116319632918629,0.1206728321024176,0.1043478260869565,0.0207004403030532,0.0057285163850467
F,GES,Logit,29,29,9f0f888f10f41fdf,0.7879439245572515,0.1026103123473733,0.1401273885350318,0.0217941341961606,0.0033215761894215
F,GES,RF,30,30,36d753c174317c50,0.9166919975971805,0.4109697510072532,0.4429530201342282,0.0162841397819401,0.0062722952194576
F,GES,XGBoost,30,30,36d753c174317c50,0.9104370671124912,0.4219711786566037,0.4285714285714285,0.0165713476330423,0.0119932479370121
F,GES,LightGBM,30,30,36d753c174317c50,0.8923290704995983,0.4217210797612936,0.4503311258278146,0.0180867024738778,0.0185896773318455
F,GES,FFMLP,30,30,36d753c174317c50,0.8160612574273906,0.1274116160047824,0.2421875,0.0206693646806134,0.0052533125713663
F,GES,Logit,30,30,36d753c174317c50,0.7913853124027473,0.1064299438386257,0.1568627450980392,0.0216959051570869,0.0040790682191483
F,GES,XGBoost,31,31,e789f5df798a92eb,0.9116457143684276,0.424750595851432,0.416243654822335,0.016610802559986,0.011842574514157
F,GES,RF,31,31,e789f5df798a92eb,0.8987070369324968,0.4025010649216114,0.4,0.016319034945485,0.0048571428571428
F,GES,LightGBM,31,31,e789f5df798a92eb,0.896718558887176,0.4110947805204035,0.445859872611465,0.0179298582836203,0.0174858907251097
F,GES,FFMLP,31,31,e789f5df798a92eb,0.8232335294671096,0.128306094249633,0.2240663900414937,0.0210651638369591,0.0050512985686954
F,GES,Logit,31,31,e789f5df798a92eb,0.7905602478088745,0.1059411273262751,0.1324503311258278,0.0217863648224909,0.0038865179222182
F,GES,XGBoost,32,32,387bf067a5409fc4,0.9187058065730146,0.4345651066481772,0.4171122994652406,0.0164731396070175,0.0118887009429007
F,GES,RF,32,32,387bf067a5409fc4,0.9129719695160344,0.4034383752784305,0.4375,0.016270041934582,0.002966172770478
F,GES,LightGBM,32,32,387bf067a5409fc4,0.8994108749303399,0.4277955991038561,0.45,0.0178220756382784,0.0176959205532373
F,GES,FFMLP,32,32,387bf067a5409fc4,0.8149322216673542,0.124121176405679,0.2357414448669201,0.0208593446363932,0.0067148642530646
F,GES,Logit,32,32,387bf067a5409fc4,0.7908859312011927,0.1068192761725491,0.1447368421052631,0.0217673377425726,0.0042724828313524
F,GES,XGBoost,33,33,672d5d324cae4578,0.912933973120264,0.4218238904670666,0.430379746835443,0.0166738337251097,0.0124967176105794
F,GES,RF,33,33,672d5d324cae4578,0.9103665023774888,0.40666206594325,0.4104803493449782,0.0162949007548224,0.0034570869443667
F,GES,LightGBM,33,33,672d5d324cae4578,0.9031417591245632,0.4420458011630186,0.4545454545454545,0.0175881714786025,0.0176730292908321
F,GES,FFMLP,33,33,672d5d324cae4578,0.8189127964623546,0.1265510368425835,0.1016949152542373,0.0211129283816462,0.0063439572864228
F,GES,Logit,33,33,672d5d324cae4578,0.7922031395879019,0.1083382635933989,0.1419354838709677,0.0218982839795595,0.0047687270081818
F,GES,XGBoost,34,34,ac3d8519b7a6d5af,0.916777037149619,0.4245357587458468,0.4331210191082802,0.0164554424363326,0.0125305965101606
F,GES,RF,34,34,ac3d8519b7a6d5af,0.908055959644209,0.4102320434763675,0.4324324324324324,0.0161226592116298,0.0024165501817165
F,GES,LightGBM,34,34,ac3d8519b7a6d5af,0.9040428165099768,0.442173357847772,0.4736842105263157,0.0181239642534351,0.0185934996575879
F,GES,FFMLP,34,34,ac3d8519b7a6d5af,0.8137199557070587,0.1352490632783929,0.236734693877551,0.0207602294664089,0.0054948044014453
F,GES,Logit,34,34,ac3d8519b7a6d5af,0.7924311179625246,0.1089733197110411,0.1437908496732026,0.0218888058471399,0.0048843325274031
F,GES,RF,35,35,9045a6def39e2698,0.9205151587525602,0.407808956961179,0.4155844155844156,0.016184053676265,0.0042068772714565
F,GES,XGBoost,35,35,9045a6def39e2698,0.916979684593728,0.4204964429992795,0.4210526315789473,0.0166387433609631,0.0119622678474854
F,GES,LightGBM,35,35,9045a6def39e2698,0.8996026662613718,0.4358940181082137,0.4864864864864865,0.0178034488139892,0.018026498364824
F,GES,FFMLP,35,35,9045a6def39e2698,0.8108032799936311,0.1303881385204753,0.2231404958677686,0.020492737889331,0.0040685637326281
F,GES,Logit,35,35,9045a6def39e2698,0.7923840748058567,0.1093749802225573,0.1538461538461538,0.0218775990491867,0.0057812167532297
F,GES,XGBoost,36,36,078ebccc0ab765ee,0.9217853239826012,0.4355076539329794,0.4375,0.0164624257124493,0.0120223024494863
