METRIC,MEAN_O,STD_O,MEAN_OF,STD_OF,MEAN_DIFF(OF-O),STD_DIFF,T_STAT,T_P,WILCOXON_STAT,WILCOXON_P
AUPRC,0.44916066340183675,0.006072921209687894,0.4908443076650011,0.003317603071647725,0.041683644263164434,0.008456919038275222,11.021444299100722,0.0003852390815226765,0.0,0.0625
AUROC,0.934026677088535,0.0027996173570750634,0.9334773577668252,0.0014678943157391741,-0.0005493193217100068,0.0028399860629548966,-0.4325075255544163,0.687669796566927,7.0,1.0
F1,0.4558054011073498,0.011725812481702494,0.47898479427549195,0.01657634779855398,0.02317939316814217,0.015151261686579886,3.420883347759002,0.026758468799536254,1.0,0.125
