DATASET_ID,DATASET_NAME,WEIGHT_SEED,MODEL_SEED,SET,DAG,MODEL,N_FEAT,THRESHOLD,TIME_SEC,AUROC,AUPRC,F1,Brier,ECE
22,ds_022,12367,42,F,GES,LightGBM,34,0.02,7.882657051086426,0.9311469121595704,0.44857483590148917,0.43243243243243246,0.017249913846210843,0.016733573096439223
23,ds_023,12368,42,F,GES,LightGBM,34,0.01,10.609837293624878,0.931765710604975,0.4485925603343875,0.445859872611465,0.017197522177497374,0.017247645307982038
24,ds_024,12369,42,F,GES,LightGBM,34,0.01,10.338000297546387,0.9301155814172294,0.47039006608474243,0.43870967741935485,0.016398174086056202,0.016112752017958757
25,ds_025,12370,42,F,GES,LightGBM,34,0.02,10.58066463470459,0.9352251919722663,0.4435223992814103,0.4413793103448276,0.01716069608699596,0.017105287038032962
26,ds_026,12371,42,F,GES,LightGBM,34,0.01,10.542168855667114,0.923084438847515,0.45828341449918325,0.45,0.017099288744792565,0.017571841749476937
27,ds_027,12372,42,F,GES,LightGBM,34,0.02,10.500416994094849,0.9300287325126112,0.46706394608565444,0.4217687074829932,0.01688829911609825,0.01672794115736597
28,ds_028,12373,42,F,GES,LightGBM,34,0.02,10.543842554092407,0.9297392361638839,0.46561953329369404,0.4383561643835616,0.01693118901390426,0.01678139576073407
29,ds_029,12374,42,F,GES,LightGBM,34,0.02,10.194500923156738,0.9325473507465387,0.45985693739584144,0.4429530201342282,0.017120587966048727,0.016635876134075047
30,ds_030,12375,42,F,GES,LightGBM,34,0.02,10.564461469650269,0.9285233514992293,0.46427075435489823,0.4563758389261745,0.016968150318935823,0.01653123399694161
31,ds_031,12376,42,F,GES,LightGBM,34,0.03,9.320191621780396,0.9230880575518742,0.4526067937566284,0.42857142857142855,0.016920114153723957,0.01687704454371707
32,ds_032,12377,42,F,GES,LightGBM,34,0.01,10.531685590744019,0.9342083360473616,0.4588113280564138,0.43870967741935485,0.016692593271800196,0.01623930301776009
33,ds_033,12378,42,F,GES,LightGBM,34,0.02,8.576805830001831,0.9253678412981017,0.45895809937863896,0.4383561643835616,0.016881758806095642,0.016287626818076852
34,ds_034,12379,42,F,GES,LightGBM,34,0.02,10.420323371887207,0.9297392361638839,0.4639202066189517,0.43137254901960786,0.017212373761252654,0.017503622019073958
35,ds_035,12380,42,F,GES,LightGBM,34,0.01,7.820376634597778,0.9328477032083433,0.4607745733691808,0.45161290322580644,0.016855807858282123,0.016621890171369367
36,ds_036,12381,42,F,GES,LightGBM,34,0.01,10.385315895080566,0.928950358613602,0.4671792933337204,0.44025157232704404,0.016824133491178412,0.016594689689896202
37,ds_037,12382,42,F,GES,LightGBM,34,0.01,7.8560590744018555,0.9299961641733794,0.44541237944194045,0.46153846153846156,0.016705345431962924,0.01647716968911295
38,ds_038,12383,42,F,GES,LightGBM,34,0.01,10.418052911758423,0.9258310354560654,0.4638379040615937,0.4276729559748428,0.01687358011129768,0.01715542650647223
39,ds_039,12384,42,F,GES,LightGBM,34,0.05,10.407289505004883,0.9313567970123977,0.44947591568941425,0.46715328467153283,0.01719709906867809,0.016959243349547834
40,ds_040,12385,42,F,GES,LightGBM,34,0.01,10.337834358215332,0.9348054222666117,0.4579641166171619,0.4472049689440994,0.017125365803840883,0.016538466686434893
41,ds_041,12386,42,F,GES,LightGBM,34,0.02,10.30726146697998,0.9346244870486571,0.4541118814634431,0.4563758389261745,0.01740333938926049,0.017494742123129348
42,ds_042,12387,42,F,GES,LightGBM,34,0.01,9.954668760299683,0.9277272365402291,0.46211213466248174,0.43478260869565216,0.01662280572326359,0.017012986799502958
43,ds_043,12388,42,F,GES,LightGBM,34,0.03,10.398364543914795,0.924466783912688,0.464266751029094,0.46808510638297873,0.016910307706108248,0.01665377529861568
44,ds_044,12389,42,F,GES,LightGBM,34,0.01,7.83025860786438,0.9269202654681519,0.4522909603789754,0.4444444444444444,0.016989905803655107,0.016249303117571764
45,ds_045,12390,42,F,GES,LightGBM,34,0.01,10.35922622680664,0.924036158093956,0.4634977074574002,0.445859872611465,0.01708183417024211,0.016982540214818605
46,ds_046,12391,42,F,GES,LightGBM,34,0.01,7.736753940582275,0.9266271504150654,0.44305623089070223,0.41975308641975306,0.017195230997742773,0.017005677123352936
47,ds_047,12392,42,F,GES,LightGBM,34,0.01,10.349948644638062,0.927640387635611,0.45489575685184774,0.4358974358974359,0.016994949123434817,0.016712027409329658
48,ds_048,12393,42,F,GES,LightGBM,34,0.02,10.388761043548584,0.9204427846653784,0.47299924294196943,0.4827586206896552,0.016661982382440346,0.016698789630049757
49,ds_049,12394,42,F,GES,LightGBM,34,0.05,10.328211784362793,0.9360176882269072,0.45508058485448616,0.46875,0.01726967041064518,0.017184864061149812
50,ds_050,12395,42,F,GES,LightGBM,34,0.04,10.448628902435303,0.929941883607993,0.4749348432569333,0.4444444444444444,0.016438743521843793,0.01723614010425453
51,ds_051,12396,42,F,GES,LightGBM,34,0.01,9.822045087814331,0.9291421499446337,0.4446179247804395,0.4472049689440994,0.017143298146973213,0.016628836841493667
52,ds_052,12397,42,F,GES,LightGBM,34,0.02,10.40802264213562,0.926254423866079,0.4637832491616205,0.44594594594594594,0.016778937944959917,0.016102176011026346
53,ds_053,12398,42,F,GES,LightGBM,34,0.01,7.910142183303833,0.9318996026662614,0.4602387677339437,0.4472049689440994,0.016848017636202972,0.016455644597017573
54,ds_054,12399,42,F,GES,LightGBM,34,0.02,10.384215354919434,0.9276114380007383,0.456561492884479,0.4594594594594595,0.016606882212172363,0.01626972252232318
55,ds_055,12400,42,F,GES,LightGBM,34,0.01,7.8636157512664795,0.9284437400033292,0.4587786799979177,0.425,0.01714142053318784,0.01697598197604457
56,ds_056,12401,42,F,GES,LightGBM,34,0.01,10.427270889282227,0.9314581207344523,0.4553970854384704,0.45569620253164556,0.01735358177159478,0.017175518510736693
57,ds_057,12402,42,F,GES,LightGBM,34,0.02,10.404227018356323,0.9249770212273198,0.4635770960848524,0.4429530201342282,0.016843405797336414,0.016634033411962713
58,ds_058,12403,42,F,GES,LightGBM,34,0.01,10.359303712844849,0.9326341996511569,0.47288763328770855,0.4713375796178344,0.016781138799091787,0.01702642352555803
59,ds_059,12404,42,F,GES,LightGBM,34,0.02,10.453429222106934,0.9301192001215884,0.47053634702267255,0.4563758389261745,0.01667086396712604,0.016568758600891777
60,ds_060,12405,42,F,GES,LightGBM,34,0.02,9.595864057540894,0.9324605018419205,0.45137709981250623,0.4533333333333333,0.016935707018605844,0.01676775777307874
61,ds_061,12406,42,F,GES,LightGBM,34,0.03,10.35794711112976,0.929627056328752,0.4648047780303984,0.460431654676259,0.0167715367991245,0.01639215936155803
62,ds_062,12407,42,F,GES,LightGBM,34,0.01,7.8858911991119385,0.9300649195562021,0.45816080352560745,0.43478260869565216,0.017031256588344333,0.01723453752178673
63,ds_063,12408,42,F,GES,LightGBM,34,0.02,10.376560926437378,0.9261494814396654,0.46810217896411344,0.4520547945205479,0.016804261243506792,0.01695573916623738
64,ds_064,12409,42,F,GES,LightGBM,34,0.01,7.7965662479400635,0.9281542436546019,0.4683993066272507,0.45569620253164556,0.016888208640844747,0.01669287974067634
65,ds_065,12410,42,F,GES,LightGBM,34,0.01,10.466860055923462,0.9278683660102337,0.4632717317367597,0.4430379746835443,0.017124769722249716,0.016623979718941882
66,ds_066,12411,42,F,GES,LightGBM,34,0.01,10.394169807434082,0.9323772716416614,0.46335287602187814,0.46540880503144655,0.016975565002867767,0.016750816626749203
67,ds_067,12412,42,F,GES,LightGBM,34,0.01,10.385104179382324,0.931128818637775,0.4669630349228439,0.43870967741935485,0.016634619576249305,0.016100444253051228
68,ds_068,12413,42,F,GES,LightGBM,34,0.01,10.412440299987793,0.9310166388026431,0.4502065936728368,0.4276729559748428,0.01682219121178801,0.01682496548151345
69,ds_069,12414,42,F,GES,LightGBM,34,0.01,9.642985820770264,0.9346968611358389,0.46607911683550574,0.45,0.016910345852475736,0.01671272731027975
70,ds_070,12415,42,F,GES,LightGBM,34,0.01,10.377774953842163,0.9284003155510201,0.45779055134899416,0.43312101910828027,0.01700995337054528,0.016713119430237688
71,ds_071,12416,42,F,GES,LightGBM,34,0.06,7.92177939414978,0.9298297037728611,0.45272057396340953,0.46153846153846156,0.017176216687815073,0.01655414209218151
72,ds_072,12417,42,F,GES,LightGBM,34,0.05,10.428377151489258,0.9284039342553791,0.45256355966854245,0.4696969696969697,0.01725627015398394,0.01718622368582006
73,ds_073,12418,42,F,GES,LightGBM,34,0.01,7.784899711608887,0.9295691570590066,0.4774413402170209,0.43037974683544306,0.01676116450153715,0.0167995490938094
74,ds_074,12419,42,F,GES,LightGBM,34,0.06,10.407219886779785,0.924669431356797,0.4574360828501157,0.4626865671641791,0.017050593281800336,0.016762285264063873
75,ds_075,12420,42,F,GES,LightGBM,34,0.02,10.341557502746582,0.9335859188975979,0.471782936062188,0.4520547945205479,0.016499455730294398,0.01668862884942897
76,ds_076,12421,42,F,GES,LightGBM,34,0.03,10.439682483673096,0.9322252860585796,0.45900192826680786,0.44755244755244755,0.01731793067106321,0.01691965336373432
77,ds_077,12422,42,F,GES,LightGBM,34,0.01,10.480382442474365,0.9288816032307792,0.46542918808118267,0.43870967741935485,0.016754453079248874,0.01649418068860755
78,ds_078,12423,42,F,GES,LightGBM,34,0.01,9.786649942398071,0.9248395104616743,0.446580502192419,0.422360248447205,0.01716540139317611,0.017509938822862926
79,ds_079,12424,42,F,GES,LightGBM,34,0.04,10.434272050857544,0.9254112657504108,0.4648743212398045,0.45390070921985815,0.016665565606345186,0.016761503010729154
80,ds_080,12425,42,F,GES,LightGBM,34,0.04,7.8475306034088135,0.9325292572247432,0.4552833906959007,0.463768115942029,0.017012034261660113,0.017221148929112962
81,ds_081,12426,42,F,GES,LightGBM,34,0.02,10.418924808502197,0.9345991561181435,0.47610068765504093,0.4429530201342282,0.016366495484543886,0.016159192509958592
82,ds_082,12427,42,F,GES,LightGBM,34,0.01,7.89073920249939,0.9358403717133118,0.45698379438189257,0.45161290322580644,0.017075902905374224,0.016401740137380882
83,ds_083,12428,42,F,GES,LightGBM,34,0.02,10.417353868484497,0.9232219496131605,0.4656205309001331,0.4533333333333333,0.016853914989295542,0.01628790270832244
84,ds_084,12429,42,F,GES,LightGBM,34,0.01,10.19983720779419,0.9313278473775249,0.45931096798464766,0.43478260869565216,0.01707088800474084,0.016991508273359584
85,ds_085,12430,42,F,GES,LightGBM,34,0.03,10.388213634490967,0.9309334086023839,0.4505689914651183,0.44755244755244755,0.01725861687943161,0.017243749778306113
86,ds_086,12431,42,F,GES,LightGBM,34,0.02,10.445262432098389,0.9325220198160251,0.4721552726732462,0.44594594594594594,0.01696399740994328,0.01653400057170565
87,ds_087,12432,42,F,GES,LightGBM,34,0.01,10.067353010177612,0.9238516041716424,0.46953105690123126,0.45,0.01665768432142389,0.016560463914447106
88,ds_088,12433,42,F,GES,LightGBM,34,0.02,10.450408935546875,0.9281650997676791,0.4682884124641028,0.4429530201342282,0.016869202660941086,0.016187802517182475
89,ds_089,12434,42,F,GES,LightGBM,34,0.02,7.871255874633789,0.9286210565169247,0.4542078012876906,0.43243243243243246,0.016974234132624437,0.01666029032259831
90,ds_090,12435,42,F,GES,LightGBM,34,0.01,10.307394981384277,0.9266416252325018,0.45193638315456497,0.422360248447205,0.016970497836093723,0.016515780297134415
91,ds_091,12436,42,F,GES,LightGBM,34,0.02,7.848937273025513,0.9260843447612017,0.45764721790460183,0.4444444444444444,0.016894227576676607,0.016399662189076153
92,ds_092,12437,42,F,GES,LightGBM,34,0.01,10.390446186065674,0.9306222000275021,0.45214041117352344,0.445859872611465,0.016818971213048102,0.01687242612305848
93,ds_093,12438,42,F,GES,LightGBM,34,0.02,10.28970742225647,0.9250747262450152,0.4637803084463298,0.4697986577181208,0.017099233605108212,0.01724240541027715
94,ds_094,12439,42,F,GES,LightGBM,34,0.03,10.379464149475098,0.9287549485782112,0.43826564634170534,0.4647887323943662,0.0172123727100157,0.01686000922541112
95,ds_095,12440,42,F,GES,LightGBM,34,0.01,10.431337118148804,0.9280529199325473,0.44560764696970345,0.43037974683544306,0.017311106551038728,0.01659528633215176
96,ds_096,12441,42,F,GES,LightGBM,34,0.01,10.145583868026733,0.9288996967525748,0.457954661382574,0.46540880503144655,0.01655281905379264,0.016697814797850652
97,ds_097,12442,42,F,GES,LightGBM,34,0.01,10.438650608062744,0.9199723530986965,0.4561888068356358,0.4358974358974359,0.017235182534852025,0.017126562073880552
98,ds_098,12443,42,F,GES,LightGBM,34,0.02,7.958420991897583,0.9300902504867158,0.46471850039872487,0.4429530201342282,0.016976297596166902,0.01668233627314146
99,ds_099,12444,42,F,GES,LightGBM,34,0.03,10.518331289291382,0.9268840784245608,0.46680257339951947,0.43356643356643354,0.0166295637879776,0.01621007591847557
