leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
8.911,1.116831664,0.078,0.051,0.899,0.071,0.02,0.271,0.271,0.514,0.022,3.467,0.079,0
9.543,1.108794529,0.092,0.048,0.905,0.069,0.022,0.291,0.291,0.517,0.017,3.151,0.074,0
9.843,1.102545341,0.087,0.046,0.908,0.071,0.022,0.287,0.287,0.546,0.019,3.211,0.07,0
12.891,1.076190563,0.059,0.128,0.928,0.059,0.034,0.287,0.287,0.588,0.01,1.747,0.212,0
10.682,1.086178198,0.138,0.078,0.914,0.071,0.021,0.286,0.286,0.593,-0.013,3.345,0.122,0
10.518,1.099167199,0.097,0.08,0.913,0.06,0.023,0.169,0.169,0.571,0.027,2.653,0.123,0
10.623,1.092312964,0.231,0.139,0.914,0.062,0.042,0.123,0.123,0.633,-0.005,1.496,0.202,0
11.404,1.090262014,0.168,0.106,0.919,0.079,0.037,0.421,0.421,0.568,0.098,2.681,0.157,0
14.246,1.077003027,0.134,0.083,0.934,0.065,0.022,0.402,0.402,0.595,0.006,3.15,0.134,0
15.411,1.064379722,0.148,0.085,0.939,0.075,0.024,0.426,0.426,0.703,-0.034,3.342,0.129,0
13.442,1.068489663,0.136,0.083,0.931,0.059,0.022,0.368,0.368,0.536,0.066,2.724,0.127,0
12.128,1.080578073,0.145,0.073,0.924,0.07,0.026,0.409,0.409,0.547,0.015,2.781,0.118,0
12.297,1.086607598,0.151,0.065,0.925,0.092,0.025,0.48,0.48,0.638,0.026,3.858,0.111,0
12.253,1.078833176,0.156,0.06,0.925,0.113,0.025,0.516,0.516,0.724,-0.013,4.639,0.101,0
10.081,1.086476085,0.129,0.062,0.91,0.1,0.024,0.351,0.351,0.719,0.019,4.278,0.105,0
8.841,1.108497874,0.105,0.062,0.898,0.121,0.022,0.42,0.42,0.692,0.024,6.024,0.098,0
8.608,1.116353767,0.091,0.069,0.896,0.134,0.021,0.508,0.508,0.635,0.011,6.622,0.107,0
8.491,1.11622494,0.085,0.067,0.895,0.14,0.019,0.518,0.518,0.643,0.01,7.849,0.1,0
7.945,1.115370059,-0.118,0.062,0.888,0.142,0.01,0.482,0.482,0.66,0.017,14.844,0.094,0
8.499,1.112731368,-0.075,0.063,0.895,0.102,0.014,0.438,0.438,0.545,0.017,7.42,0.102,0
7.789,1.122659767,0.089,0.06,0.886,0.083,0.02,0.38,0.38,0.452,0.029,4.173,0.105,0
7.319,1.139207992,0.091,0.057,0.88,0.089,0.024,0.385,0.385,0.454,0.015,3.654,0.105,0
7.769,1.132384421,0.086,0.053,0.886,0.09,0.022,0.395,0.395,0.478,0.022,4.035,0.095,0
7.97,1.119610639,0.095,0.05,0.889,0.105,0.022,0.42,0.42,0.546,0.024,4.9,0.085,0
7.71,1.130586917,0.092,0.049,0.885,0.09,0.024,0.397,0.397,0.474,0.016,3.943,0.08,0
7.768,1.126948704,0.089,0.047,0.886,0.103,0.022,0.442,0.442,0.504,0.018,4.857,0.074,0
7.88,1.123801526,0.095,0.047,0.887,0.119,0.022,0.472,0.472,0.56,0.013,5.535,0.073,0
7.721,1.129518939,0.101,0.049,0.885,0.124,0.022,0.373,0.373,0.68,0.016,5.906,0.075,0
6.803,1.135853292,0.054,0.046,0.867,0.018,0.024,0.084,0.081,0.122,0.005,0.755,0.06,0
7.061,1.139948358,0.078,0.048,0.872,0.013,0.026,0.082,0.079,0.095,0.017,0.535,0.062,0
6.254,1.138319698,0.086,0.05,0.859,0.014,0.029,0.087,0.085,0.088,0.017,0.508,0.065,0
5.325,1.171089071,0.073,0.051,0.84,0.012,0.031,0.052,0.052,0.069,0.02,0.421,0.066,0
5.089,1.198680891,0.078,0.055,0.834,0.014,0.028,0.051,0.051,0.079,0.016,0.595,0.07,0
9.171,1.108091732,0.116,0.099,0.902,0.004,0.029,0.039,0.039,0.039,0.015,0.141,0.142,0
10.97,1.097414859,0.123,0.097,0.916,0.011,0.029,0.112,0.112,0.112,0.019,0.389,0.134,0
11.351,1.092601778,0.189,0.097,0.919,0.008,0.029,0.082,0.082,0.094,0,0.307,0.133,0
10.505,1.083476304,0.14,0.086,0.913,0.017,0.031,0.16,0.16,0.166,0.038,0.629,0.115,0
9.142,1.107525681,0.15,0.074,0.901,0.019,0.034,0.083,0.086,0.183,0.053,0.574,0.097,0
8.643,1.113503416,0.138,0.068,0.896,0.018,0.032,0.104,0.104,0.152,-0.025,0.557,0.084,0
8.778,1.116199775,0.13,0.073,0.898,0.018,0.032,0.096,0.096,0.157,0.015,0.572,0.088,0
9.092,1.104218381,0.145,0.084,0.901,0.028,0.033,0.18,0.18,0.231,0.016,0.869,0.106,0
8.582,1.114972421,0.138,0.088,0.896,0.03,0.034,0.165,0.165,0.242,0.017,0.916,0.119,0
8.952,1.111042495,0.072,0.074,0.899,0.034,0.024,0.158,0.158,0.283,0.018,1.407,0.108,0
8.238,1.116095233,0.064,0.068,0.892,0.039,0.026,0.183,0.183,0.291,0.018,1.466,0.1,0
7.888,1.124460628,0.082,0.062,0.887,0.032,0.025,0.174,0.174,0.238,0.011,1.303,0.1,0
7.866,1.124942528,0.084,0.055,0.887,0.035,0.024,0.163,0.163,0.257,0.02,1.464,0.093,0
7.434,1.130685553,0.103,0.055,0.881,0.037,0.029,0.151,0.151,0.266,-0.005,1.285,0.093,0
7.359,1.133189223,0.093,0.051,0.88,0.037,0.027,0.15,0.15,0.266,0.032,1.412,0.085,0
7.574,1.134789967,0.091,0.05,0.883,0.032,0.026,0.12,0.12,0.244,0.017,1.281,0.078,0
7.761,1.127978812,0.123,0.07,0.886,0.042,0.034,0.165,0.165,0.304,0.016,1.241,0.11,0
7.342,1.134021741,0.083,0.068,0.88,0.034,0.027,0.113,0.113,0.249,0.008,1.252,0.107,0
6.947,1.139355201,0.088,0.065,0.874,0.033,0.025,0.102,0.102,0.237,0.015,1.3,0.102,0
6.612,1.145367551,0.079,0.063,0.869,0.031,0.028,0.082,0.082,0.22,0.015,1.12,0.1,0
6.505,1.158782182,0.102,0.068,0.867,0.03,0.029,0.123,0.123,0.198,0.019,1.045,0.106,0
8.015,1.144143661,0.134,0.07,0.889,0.022,0.032,0.167,0.167,0.168,-0.001,0.749,0.104,0
9.224,1.116604735,0.175,0.06,0.902,0.015,0.032,0.136,0.136,0.136,-0.019,0.502,0.098,1
10.026,1.099787768,0.123,0.08,0.909,0.002,0.027,0.017,0.017,0.017,0.017,0.06,0.142,0
10.585,1.091402106,0.166,0.077,0.914,0.014,0.028,0.034,0.034,0.159,0.039,0.514,0.144,0
10.104,1.096445982,0.179,0.076,0.91,0.022,0.03,0.155,0.155,0.202,-0.006,0.741,0.132,0
10.011,1.098584061,0.206,0.079,0.909,0.049,0.033,0.095,0.095,0.484,-0.02,1.524,0.126,0
9.081,1.107822255,0.186,0.079,0.901,0.024,0.033,0.062,0.062,0.224,0.03,0.737,0.121,0
8.799,1.111463307,0.192,0.063,0.898,0.028,0.031,0.147,0.147,0.237,0.042,0.933,0.094,0
8.74,1.116770754,0.173,0.055,0.897,0.067,0.031,0.23,0.23,0.501,0.015,2.272,0.085,0
7.84,1.126816134,0.147,0.049,0.886,0.092,0.032,0.375,0.373,0.507,-0.019,3.276,0.083,0
7.355,1.134852064,0.139,0.057,0.879,0.095,0.031,0.098,0.097,0.709,0.024,3.126,0.086,0
7.505,1.139281075,0.143,0.067,0.881,0.141,0.032,0.394,0.391,0.725,0.021,4.733,0.093,0
8.396,1.134499347,0.135,0.069,0.893,0.219,0.028,0.527,0.525,0.971,0.018,8.353,0.102,0
9.742,1.10405511,0.086,0.058,0.906,0.281,0.017,0.542,0.54,1.38,0.016,17.126,0.089,0
6.275,1.15333368,0.076,0.049,0.862,0.188,0.023,0.565,0.564,0.595,0.018,8.197,0.078,0
5.84,1.166019789,0.092,0.045,0.853,0.155,0.025,0.506,0.504,0.522,0.019,6.108,0.07,0
5.962,1.179765979,0.087,0.045,0.856,0.133,0.026,0.453,0.452,0.507,0.018,5.089,0.064,0
6.495,1.153087385,0.091,0.04,0.867,0.122,0.024,0.25,0.25,0.685,0.012,5.111,0.055,0
6.245,1.161679926,0.096,0.039,0.862,0.071,0.025,0.254,0.254,0.383,0.015,2.881,0.051,0
6.691,1.151896849,0.097,0.039,0.87,0.076,0.026,0.146,0.146,0.498,0.015,3.024,0.05,0
6.786,1.144067591,0.107,0.039,0.872,0.052,0.026,0.093,0.093,0.365,0.018,2.068,0.05,0
6.861,1.144385823,0.116,0.043,0.873,0.041,0.027,0.113,0.113,0.287,0.018,1.521,0.053,0
6.962,1.144710132,0.129,0.047,0.874,0.043,0.028,0.133,0.133,0.299,0.023,1.607,0.057,0
7.009,1.145209062,0.098,0.041,0.875,0.032,0.021,0.147,0.147,0.219,0.028,1.578,0.05,0
6.909,1.145452358,0.121,0.037,0.874,0.013,0.026,0.078,0.078,0.091,0.019,0.496,0.046,1
5.492,1.173674246,0.041,0.091,0.846,0.235,0.027,0.572,0.572,0.652,0.01,8.713,0.14,0
5.212,1.183957237,0.146,0.09,0.839,0.226,0.034,0.552,0.552,0.63,0.034,6.621,0.166,0
4.466,1.21906773,0.137,0.088,0.809,0.145,0.036,0.386,0.532,0.694,0.127,3.892,0.159,0
4.555,1.236770736,0.066,0.076,0.828,0.176,0.037,0.494,0.56,0.56,-0.038,3.807,0.135,0
4.458,1.207694701,0.078,0.071,0.817,0.104,0.026,0.285,0.285,0.406,-0.021,3.836,0.108,0
3.935,1.254131698,0.089,0.075,0.797,0.027,0.031,0.119,0.119,0.119,0.193,0.843,0.113,0
12.113,1.086144156,0.189,0.08,0.924,0.158,0.029,0.346,0.346,1.352,0,5.603,0.16,0
11.742,1.089153899,0.21,0.082,0.922,0.191,0.03,0.277,0.277,1.76,0.159,6.444,0.151,0
11.449,1.089399519,0.192,0.083,0.92,0.202,0.027,0.667,0.667,0.838,-0.06,7.632,0.155,0
19.257,1.061426091,-0.556,0.076,0.951,0.231,-0.042,0.802,0.802,0.925,0.013,-5.395,0.164,0
15.775,1.036879055,-0.182,0.076,0.94,0.112,0.007,0.54,0.54,0.867,-0.039,15.567,0.157,0
9.692,1.099935203,0.007,0.074,0.906,0.073,0.015,0.429,0.429,0.448,0.138,4.993,0.18,0
8.675,1.098270028,0.151,0.064,0.897,0.073,0.021,0.404,0.404,0.423,0.027,3.489,0.162,0
7.264,1.136456612,0.107,0.061,0.879,0.079,0.025,0.385,0.385,0.402,-0.011,3.149,0.134,0
7.994,1.134576989,0.075,0.059,0.889,0.116,0.022,0.494,0.494,0.529,-0.027,5.175,0.109,0
8.555,1.116534898,0.079,0.06,0.895,0.121,0.023,0.529,0.529,0.546,0.015,5.325,0.105,0
8.952,1.081432352,0.023,0.037,0.9,0.109,0.011,0.484,0.484,0.559,0.007,11.16,0.048,0
9.712,1.117046433,0.106,0.036,0.907,0.039,0.019,0.294,0.294,0.294,0.008,2.19,0.051,1
10.411,1.090876616,0.146,0.09,0.912,0.036,0.029,0.01,0.01,0.412,0.023,1.271,0.189,0
11.335,1.090131998,0.179,0.095,0.919,0.056,0.035,0.264,0.264,0.512,0.014,1.688,0.181,0
12.04,1.080154929,0.27,0.128,0.923,0.033,0.051,0.219,0.219,0.337,0.021,0.677,0.231,0
11.266,1.087869926,0.184,0.095,0.918,0.043,0.046,0.257,0.257,0.388,0.037,1.035,0.151,0
11.918,1.088695202,0.208,0.098,0.923,0.058,0.04,0.309,0.309,0.521,-0.023,1.544,0.154,0
10.729,1.087615826,0.189,0.097,0.915,0.058,0.038,0.3,0.3,0.473,0.034,1.514,0.141,0
10.611,1.089648211,0.209,0.084,0.914,0.079,0.039,0.423,0.423,0.528,0.045,2.059,0.121,0
10.399,1.096429754,0.199,0.079,0.912,0.089,0.04,0.473,0.473,0.532,0.005,2.292,0.118,0
11.695,1.089460972,0.207,0.07,0.921,0.141,0.037,0.604,0.604,0.71,-0.004,3.961,0.108,0
11.435,1.082600807,0.211,0.082,0.92,0.16,0.039,0.372,0.372,1.251,0.02,4.26,0.121,0
10.945,1.086126102,0.188,0.099,0.916,0.197,0.046,0.639,0.639,0.847,0.028,4.33,0.139,0
10.192,1.089768103,0.135,0.101,0.911,0.23,0.033,0.664,0.664,0.862,0.029,6.866,0.135,0
9.875,1.099665523,0.045,0.094,0.908,0.248,0.029,0.659,0.659,0.921,0.001,8.775,0.129,0
13.308,1.08973937,-0.922,0.05,0.93,0.216,-0.032,0.681,0.681,0.985,0.01,-6.766,0.078,0
18.608,1.050796974,-1.309,0.05,0.949,0.173,-0.012,0.69,0.69,1.051,0.049,-13.358,0.08,0
7.615,1.118078071,0.122,0.054,0.884,0.074,0.025,0.136,0.14,0.571,-0.01,2.871,0.086,0
6.319,1.149756724,0.111,0.057,0.863,0.065,0.029,0.157,0.157,0.404,-0.007,2.266,0.09,0
16.427,1.055847275,0.132,0.096,0.943,0.056,0.028,0.207,0.207,0.78,-0.032,2.001,0.275,0
14.944,1.065512169,0.199,0.088,0.937,0.034,0.032,0.183,0.183,0.449,0.005,1.077,0.232,0
13.844,1.0691576,0.129,0.075,0.933,0.046,0.029,0.206,0.206,0.544,0.037,1.666,0.181,0
13.651,1.073668489,0.159,0.079,0.932,0.066,0.03,0.405,0.405,0.572,0.011,2.222,0.197,0
14.039,1.072586896,0.195,0.099,0.934,0.102,0.039,0.426,0.426,0.878,0.005,2.754,0.183,0
13.741,1.072774576,0.196,0.104,0.932,0.116,0.039,0.447,0.447,0.944,-0.025,3.304,0.2,0
5.552,1.177135465,0.096,0.08,0.847,0.003,0.03,0.017,0.017,0.017,0.04,0.09,0.102,0
5.606,1.179851646,0.096,0.079,0.849,0.017,0.029,0.022,0.022,0.107,0.008,0.584,0.096,0
6.038,1.171635942,0.097,0.077,0.858,0.026,0.028,0.086,0.086,0.167,-0.023,0.942,0.088,0
6.616,1.161130351,0.099,0.074,0.869,0.07,0.027,0.307,0.307,0.371,0.026,2.817,0.084,0
7.187,1.14232206,0.08,0.079,0.878,0.102,0.023,0.427,0.427,0.479,0.034,4.599,0.094,0
7.244,1.137777999,0.09,0.074,0.879,0.1,0.024,0.43,0.43,0.47,0.028,4.146,0.091,0
7.128,1.136544184,0.093,0.066,0.877,0.123,0.025,0.482,0.482,0.519,0.061,5.02,0.089,0
6.806,1.145616693,0.076,0.059,0.872,0.114,0.021,0.453,0.453,0.485,0.005,5.309,0.082,0
6.549,1.15240132,0.07,0.058,0.868,0.115,0.02,0.44,0.44,0.485,0.012,5.717,0.079,0
6.689,1.153941346,0.052,0.06,0.87,0.129,0.018,0.48,0.48,0.514,0.011,7.342,0.082,0
6.935,1.143132708,0.044,0.063,0.874,0.125,0.016,0.474,0.474,0.521,0.011,7.705,0.086,0
6.715,1.152355339,0.045,0.063,0.87,0.125,0.016,0.471,0.471,0.511,0.01,7.779,0.086,0
8.673,1.113215823,0.115,0.09,0.897,0.022,0.029,0.029,0.029,0.211,0.021,0.799,0.121,0
8.567,1.114050235,0.118,0.092,0.895,0.034,0.03,0.105,0.105,0.294,0.066,1.159,0.125,0
8.397,1.116023286,0.13,0.093,0.894,0.066,0.031,0.212,0.212,0.488,-0.075,2.186,0.121,0
8.47,1.119834121,0.147,0.102,0.894,0.096,0.035,0.385,0.385,0.559,-0.007,2.853,0.136,0
9.77,1.109114351,0.127,0.09,0.907,0.079,0.031,0.383,0.383,0.522,0.073,2.792,0.116,0
13.319,1.072364163,0.273,0.122,0.93,0.007,0.042,0.074,0.074,0.093,0.01,0.165,0.267,0
12.475,1.074421824,0.062,0.078,0.926,0.006,0.024,0.079,0.079,0.079,0.14,0.277,0.159,0
12.638,1.082978033,0.098,0.076,0.927,0.004,0.021,0.046,0.046,0.046,-0.015,0.178,0.174,0
12.597,1.078191498,0.117,0.076,0.926,0.003,0.022,0.036,0.036,0.036,-0.016,0.13,0.153,0
12.436,1.084110848,0.099,0.073,0.926,0.011,0.023,0.131,0.131,0.131,0.05,0.544,0.141,0
13.728,1.070890697,0.104,0.077,0.932,0.036,0.024,0.346,0.346,0.346,0.082,1.513,0.152,0
12.903,1.076165644,0.079,0.078,0.928,0.037,0.023,0.337,0.337,0.337,-0.066,1.554,0.15,0
10.366,1.094449968,0.17,0.106,0.912,0.073,0.048,0.452,0.452,0.452,0.048,1.577,0.169,0
9.078,1.11044781,0.184,0.117,0.901,0.121,0.051,0.528,0.528,0.577,-0.008,2.428,0.175,0
9.378,1.106370351,0.144,0.112,0.904,0.187,0.046,0.629,0.629,0.719,-0.038,4.177,0.174,0
8.78,1.11389769,0.14,0.113,0.898,0.191,0.045,0.402,0.402,1.116,0.004,4.285,0.176,0
13.017,1.091614264,0.119,0.09,0.929,0.014,0.03,0.161,0.161,0.161,0.063,0.502,0.138,0
18.804,1.057816414,0.197,0.08,0.95,0.131,0.032,0.717,0.717,0.734,-0.02,4.777,0.115,0
19.015,1.054627967,0.365,0.067,0.95,0.229,0.035,0.815,0.815,0.848,0.015,8.197,0.105,0
18.081,1.062438295,0.386,0.065,0.948,0.247,0.029,0.8,0.8,0.943,-0.135,9.727,0.085,0
15.075,1.069501007,0.227,0.07,0.938,0.242,0.029,0.522,0.522,1.855,0.012,8.97,0.092,0
15.39,1.061961896,0.19,0.08,0.939,0.153,0.025,0.633,0.633,0.921,0.011,6.519,0.098,0
13.897,1.06765093,0.167,0.08,0.933,0.155,0.023,0.689,0.689,0.721,0.011,7.032,0.098,0
37.559,1.047684763,-1.727,0.07,0.974,0.163,-0.037,0.826,0.826,1.091,0.013,-4.21,0.087,0
11.253,1.08575241,0.048,0.136,0.918,0.024,0.051,0.023,0.023,0.288,0.015,0.474,0.307,0
9.519,1.095954189,0.137,0.083,0.905,0.032,0.03,0.014,0.014,0.335,-0.005,1.105,0.187,0
8.822,1.111525904,0.136,0.086,0.898,0.035,0.03,0.009,0.009,0.343,0.075,1.19,0.186,0
7.79,1.129183427,0.118,0.087,0.886,0.043,0.03,0.004,0.004,0.378,-0.063,1.442,0.178,0
8.164,1.128289847,0.106,0.084,0.891,0.062,0.03,0.002,0.002,0.564,-0.013,2.092,0.184,0
8.78,1.113457163,0.103,0.083,0.898,0.056,0.028,0.005,0.005,0.546,0.031,2.065,0.176,0
8.327,1.115768464,0.111,0.087,0.893,0.065,0.028,0.008,0.008,0.6,-0.031,2.34,0.168,0
8.04,1.127763806,0.106,0.086,0.889,0.052,0.028,0.038,0.038,0.455,0.075,1.961,0.164,0
8.201,1.123538575,0.131,0.079,0.891,0.058,0.031,0.11,0.11,0.475,0.033,1.938,0.159,0
8.552,1.119648929,0.136,0.072,0.895,0.057,0.027,0.106,0.106,0.488,0.009,2.116,0.135,0
8.839,1.117045806,0.146,0.07,0.898,0.058,0.031,0.102,0.102,0.51,0.003,1.914,0.121,0
9.213,1.11061097,0.109,0.074,0.902,0.055,0.027,0.097,0.097,0.506,0.036,2.099,0.126,0
11.234,1.087234586,0.206,0.068,0.918,0.05,0.035,0.048,0.048,0.581,0.013,1.505,0.141,0
8.955,1.106580766,0.084,0.057,0.9,0.063,0.019,0.021,0.021,0.614,0.002,3.546,0.098,0
7.268,1.117628948,0.058,0.048,0.879,0.06,0.025,0.1,0.1,0.448,0.027,3.009,0.083,0
6.975,1.135989666,0.052,0.053,0.875,0.064,0.025,0.126,0.126,0.443,0.016,2.51,0.092,0
6.918,1.144215399,0.072,0.052,0.874,0.059,0.025,0.139,0.139,0.405,0.026,2.362,0.086,0
6.821,1.146227833,0.07,0.048,0.872,0.066,0.025,0.133,0.133,0.449,0.029,2.722,0.073,0
7.651,1.135289762,0.064,0.043,0.884,0.07,0.021,0.133,0.133,0.526,0.019,3.358,0.065,0
8.382,1.118138924,0.046,0.042,0.893,0.072,0.016,0.149,0.149,0.574,0.011,4.698,0.061,0
8.221,1.12795576,0.079,0.043,0.892,0.084,0.021,0.126,0.126,0.674,0.016,4.132,0.062,0
8.466,1.117988337,0.098,0.046,0.894,0.08,0.023,0.079,0.079,0.696,0.017,3.525,0.067,0
7.805,1.122496245,0.105,0.049,0.886,0.069,0.023,0.091,0.091,0.555,0.018,3.093,0.07,0
8.482,1.127802889,-0.016,0.044,0.895,0.084,0.004,0.115,0.115,0.705,0.013,19.708,0.066,0
8.903,1.113876595,0.124,0.039,0.899,0.06,0.023,0.113,0.113,0.528,0.012,2.667,0.064,1
14.459,1.070446367,0.285,0.1,0.935,0.065,0.038,0.371,0.371,0.63,0.009,1.691,0.143,0
13.107,1.068255162,0.266,0.084,0.929,0.093,0.031,0.412,0.412,0.773,-0.001,3.055,0.112,0
12.949,1.084822497,0.191,0.086,0.928,0.056,0.032,0.429,0.429,0.449,0.082,1.89,0.117,0
6.549,1.150943727,0.122,0.079,0.868,0.094,0.029,0.123,0.123,0.622,-0.002,3.33,0.158,0
6.271,1.154733275,0.116,0.076,0.862,0.116,0.028,0.103,0.103,0.755,0.002,4.094,0.152,0
6.372,1.159393112,0.123,0.078,0.864,0.149,0.029,0.1,0.1,0.988,-0.061,5.168,0.149,0
6.345,1.155509567,0.105,0.076,0.864,0.146,0.026,0.091,0.091,0.977,0.02,5.685,0.141,0
6.715,1.149398425,0.102,0.061,0.87,0.149,0.026,0.051,0.051,1.092,-0.002,5.913,0.11,0
7.284,1.136995514,0.078,0.05,0.879,0.16,0.02,0.078,0.078,1.219,0.018,7.892,0.091,0
9.101,1.122627749,0.06,0.046,0.901,0.101,0.017,0.079,0.079,0.938,-0.009,6.367,0.084,0
9.381,1.108193057,0.034,0.052,0.904,0.1,0.014,0.111,0.111,0.919,0.015,7.134,0.094,0
8.923,1.108552632,0.035,0.058,0.899,0.122,0.013,0.188,0.188,0.985,0.01,9.037,0.107,0
8.389,1.111915195,0.056,0.064,0.893,0.14,0.017,0.155,0.155,1.11,0.004,8.112,0.115,0
8.216,1.130075686,-0.007,0.06,0.891,0.143,0.008,0.123,0.123,1.157,0.012,19.258,0.086,0
9.153,1.106395213,-0.649,0.033,0.902,0.1,-0.037,0.137,0.137,0.875,0.013,-2.633,0.047,0
13.37,1.069247013,-0.282,0.058,0.93,0.092,0.016,0.199,0.199,1.055,0.008,5.564,0.086,0
15.203,1.066777947,-0.497,0.052,0.938,0.074,0.007,0.244,0.244,0.903,0.018,9.62,0.077,0
15.223,1.065689802,-0.464,0.05,0.938,0.064,0.013,0.265,0.265,0.766,0.015,4.703,0.075,0
14.236,1.075315861,0.15,0.085,0.934,0.067,0.025,0.416,0.416,0.599,0.026,2.689,0.125,0
14.385,1.07160244,0.252,0.126,0.935,0.07,0.041,0.434,0.434,0.608,0.024,1.802,0.181,0
13.632,1.072412978,0.231,0.138,0.932,0.073,0.046,0.407,0.407,0.633,-0.005,1.873,0.202,0
12.903,1.077391601,0.177,0.092,0.928,0.119,0.033,0.47,0.47,0.879,-0.007,3.841,0.134,0
12.652,1.081332712,0.159,0.087,0.927,0.124,0.029,0.506,0.506,0.833,0.019,4.404,0.125,0
8.792,1.114272346,0.105,0.188,0.898,0.03,0.064,0.228,0.228,0.228,0.017,0.474,0.304,0
8.698,1.121490691,0.093,0.117,0.897,0.036,0.039,0.258,0.258,0.258,-0.008,0.956,0.183,0
10.909,1.096959553,0.074,0.105,0.916,0.026,0.029,0.234,0.234,0.234,0.053,0.935,0.161,0
10.815,1.081928048,0.207,0.125,0.915,0.006,0.044,0.066,0.066,0.066,0.058,0.149,0.194,0
11.764,1.090771718,0.296,0.134,0.922,0.165,0.049,0.661,0.661,0.714,0.015,3.448,0.21,0
12.211,1.081276254,0.141,0.079,0.924,0.183,0.024,0.679,0.679,0.773,-0.029,7.748,0.13,0
13.33,1.076360631,0.181,0.092,0.93,0.266,0.028,0.745,0.745,0.973,-0.084,9.845,0.163,0
13.932,1.069339154,0.16,0.096,0.933,0.266,0.03,0.666,0.666,1.324,-0.095,9.398,0.167,0
13.795,1.067726687,0.164,0.096,0.932,0.329,0.03,0.75,0.75,1.216,-0.051,11.662,0.171,0
13.317,1.075411784,0.172,0.085,0.93,0.299,0.027,0.775,0.775,0.96,0.216,11.249,0.159,0
14.605,1.068471436,0.165,0.083,0.936,0.317,0.025,0.763,0.763,1.173,-0.08,12.879,0.142,0
12.881,1.07889975,0.152,0.072,0.928,0.295,0.026,0.744,0.744,1.049,0.071,11.547,0.112,0
11.104,1.091300818,0.128,0.063,0.917,0.252,0.023,0.706,0.706,0.898,0.141,10.96,0.098,0
6.151,1.158796716,-0.006,0.127,0.86,0.004,0.037,0.025,0.025,0.025,0.013,0.096,0.295,0
6.278,1.167148695,0.028,0.067,0.863,0.024,0.018,0.151,0.151,0.151,-0.042,1.388,0.129,0
7.771,1.143481822,0.044,0.068,0.886,0.035,0.018,0.234,0.234,0.234,0.015,4.191,0.127,0
0.796,2.224711108,0.19,0.357,0.443,0.039,0.154,0.066,0.066,0.066,0.304,0.263,14.912,0
0.72,2.313200416,0.223,0.368,0.418,0.023,0.185,0.037,0.037,0.038,0.375,0.162,7.863,0
0.553,2.782149177,0.153,0.305,0.356,0.128,0.135,0.15,0.15,0.166,0.322,0.721,9.077,0
0.543,2.790581872,0.136,0.266,0.352,0.101,0.104,0.132,0.132,0.136,0.324,0.964,8.838,0
0.518,2.852276568,0.152,0.244,0.341,0.1,0.115,0.129,0.129,0.134,0.25,1.002,8.963,0
0.521,2.89967088,0.136,0.231,0.342,0.108,0.097,0.138,0.138,0.141,0.232,0.976,8.804,0
0.566,2.847058252,-0.019,0.223,0.361,0.116,0.003,0.133,0.133,0.158,0.214,43.433,5.188,0
5.051,1.160775987,-0.285,0.161,0.835,0.071,-0.063,0.346,0.346,0.339,0.041,-0.394,2.476,0
4.535,1.217761896,-0.317,0.166,0.819,0.12,-0.039,0.379,0.379,0.412,-0.114,-2.887,3.526,0
5.822,1.1988258,-0.59,0.214,0.853,0.131,-0.069,0.464,0.464,0.477,-0.313,-1.772,5.153,0
9.17,1.036623756,-0.749,0.193,0.902,0.138,-0.044,0.67,0.67,0.461,-0.292,-3.101,5.523,0
5.222,1.153296415,0.219,0.175,0.839,0.239,0.054,0.589,0.589,0.611,-0.2,4.3,5.123,0
2.887,1.245157915,1.029,0.188,0.743,0.238,0.108,0.468,0.468,0.492,-0.097,2.262,4.208,0
1.405,1.61375005,0.146,0.181,0.584,0.21,0.114,0.32,0.32,0.344,0.042,1.829,4.725,0
1.024,1.800091786,0.162,0.185,0.506,0.206,0.143,0.262,0.262,0.307,0.069,1.425,3.85,0
0.705,2.279740589,0.168,0.197,0.413,0.148,0.179,0.201,0.201,0.201,0.165,0.824,3.538,0
0.523,2.708990029,0.175,0.2,0.343,0.14,0.158,0.176,0.176,0.176,0.26,0.902,2.543,0
0.496,3.24399884,0.11,0.185,0.332,0.134,0.116,0.177,0.177,0.162,0.317,0.918,2.597,0
0.553,2.769503001,0.129,0.16,0.356,0.169,0.124,0.206,0.206,0.209,0.276,1.907,2.07,1
11.824,1.085254764,0.195,0.13,0.922,0.051,0.041,0.187,0.187,0.533,0.014,1.269,0.172,0
12.518,1.083125724,0.158,0.083,0.926,0.047,0.025,0.209,0.209,0.498,-0.032,1.919,0.109,0
13.786,1.070006051,-0.155,0.147,0.929,0.071,0.054,0.222,0.212,0.783,0.012,1.361,0.253,0
13.092,1.081408707,0.197,0.086,0.928,0.076,0.032,0.265,0.262,0.782,-0.015,2.625,0.136,0
13.458,1.072364746,0.3,0.116,0.93,0.081,0.042,0.215,0.214,0.912,0.036,1.955,0.18,0
12.276,1.08565777,0.176,0.086,0.925,0.109,0.033,0.302,0.302,1.008,-0.018,3.782,0.133,0
13.684,1.075127673,0.199,0.098,0.932,0.108,0.035,0.398,0.398,0.956,0.02,3.353,0.183,0
