leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
8.077,1.128966424,0.131,0.058,0.89,0.044,0.035,0.044,0.044,0.379,0.023,1.3,0.079,0
7.607,1.130047993,0.133,0.057,0.884,0.045,0.033,0.04,0.04,0.37,0.025,1.356,0.074,0
7.63,1.127281342,0.138,0.052,0.884,0.045,0.031,0.039,0.039,0.375,0.017,1.464,0.069,0
7.945,1.127253143,0.121,0.05,0.888,0.047,0.03,0.037,0.037,0.402,0.015,1.619,0.066,0
7.485,1.124913148,0.128,0.05,0.882,0.062,0.03,0.033,0.033,0.508,0.018,2.075,0.066,0
7.52,1.1384403,0.138,0.051,0.883,0.075,0.032,0.032,0.032,0.617,0.021,2.371,0.07,0
6.865,1.139769506,0.131,0.052,0.873,0.045,0.032,0.006,0.006,0.35,0.017,1.438,0.073,0
15.599,1.051331618,0.183,0.078,0.94,0.065,0.024,0.517,0.517,0.517,0.088,2.717,0.221,0
14.575,1.071885119,0.183,0.086,0.936,0.019,0.027,0.229,0.229,0.229,0.038,0.742,0.226,0
15.171,1.067653909,0.194,0.084,0.938,0.043,0.027,0.381,0.381,0.433,-0.012,1.77,0.225,0
14.573,1.067989676,0.198,0.091,0.936,0.047,0.029,0.344,0.344,0.477,-0.027,1.688,0.251,0
16.367,1.065467701,0.159,0.084,0.942,0.045,0.026,0.439,0.439,0.439,0.081,1.907,0.196,0
17.499,1.056816993,0.209,0.085,0.946,0.059,0.026,0.267,0.267,0.797,-0.022,2.369,0.187,0
15.586,1.063070936,0.189,0.083,0.94,0.024,0.027,0.126,0.126,0.346,0.036,0.941,0.195,0
17.069,1.059342044,0.197,0.072,0.945,0.027,0.028,0.218,0.218,0.38,0.017,1.048,0.191,0
17.316,1.059280106,0.19,0.062,0.945,0.026,0.027,0.163,0.163,0.4,0.018,1.043,0.191,0
17.339,1.059589197,0.193,0.059,0.945,0.023,0.027,0.125,0.125,0.368,0.017,0.909,0.189,0
16.998,1.057764893,0.184,0.06,0.944,0.02,0.025,0.076,0.076,0.336,0.017,0.852,0.194,0
8.397,1.138030627,1.25,0.115,0.894,0.088,0.034,0.441,0.441,0.461,-0.001,2.75,0.179,0
9.553,1.099741274,0.065,0.075,0.905,0.075,0.019,0.419,0.419,0.457,-0.001,4.069,0.113,0
9.024,1.111067836,0.06,0.076,0.9,0.076,0.022,0.419,0.419,0.442,0.033,3.502,0.108,0
8.987,1.116716828,0.082,0.074,0.9,0.114,0.021,0.496,0.496,0.572,-0.064,5.465,0.105,0
9.068,1.10842468,0.08,0.075,0.901,0.157,0.022,0.585,0.585,0.657,-0.007,7.277,0.099,0
8.729,1.118857262,0.092,0.073,0.897,0.199,0.024,0.658,0.658,0.663,0.135,8.531,0.093,0
10.21,1.10048635,0.089,0.075,0.911,0.271,0.021,0.744,0.744,0.775,-0.033,13.084,0.094,0
10.331,1.092944968,0.068,0.07,0.912,0.27,0.018,0.743,0.743,0.785,-0.047,15.112,0.094,0
10.985,1.09074581,0.088,0.064,0.917,0.332,0.021,0.783,0.783,0.864,-0.071,16.205,0.082,0
10.46,1.090100853,0.055,0.062,0.913,0.303,0.02,0.774,0.774,0.782,0.141,15.146,0.081,0
11.341,1.097116281,0.045,0.057,0.919,0.29,0.016,0.777,0.777,0.799,0.004,18.305,0.081,0
12.682,1.079197319,0.076,0.059,0.927,0.271,0.016,0.78,0.78,0.816,-0.005,17.2,0.079,0
12.925,1.077130643,0.038,0.061,0.928,0.21,0.012,0.737,0.737,0.766,0.011,18.252,0.079,0
13.511,1.071346118,0.036,0.062,0.931,0.261,0.01,0.779,0.779,0.839,0.001,26.032,0.076,0
14.132,1.072903617,-0.14,0.042,0.934,0.288,-0.008,0.765,0.765,1.026,0.006,-36.822,0.05,0
12.246,1.075130511,0.007,0.054,0.925,0.283,0.011,0.781,0.781,0.82,0,25.687,0.066,0
10.49,1.090710211,0.062,0.053,0.913,0.273,0.014,0.75,0.75,0.785,0.014,19.381,0.065,0
9.867,1.106970652,0.028,0.05,0.908,0.255,0.011,0.735,0.735,0.735,0.014,22.757,0.062,0
10.681,1.094821277,0.004,0.046,0.914,0.256,0.009,0.739,0.739,0.781,0.009,28.923,0.055,0
11.448,1.078059425,0.149,0.087,0.92,0.178,0.031,0.002,0.002,2.204,-0.106,5.958,0.17,0
11.126,1.095115425,0.14,0.083,0.918,0.078,0.029,0.057,0.057,0.891,0.198,2.723,0.176,0
12.205,1.088579941,0.144,0.085,0.924,0.107,0.028,0.485,0.485,0.725,-0.112,3.923,0.173,0
12.662,1.077858194,0.133,0.084,0.927,0.082,0.026,0.474,0.474,0.592,0.065,3.181,0.163,0
13.722,1.077003671,0.136,0.08,0.932,0.12,0.026,0.602,0.602,0.702,0.055,4.699,0.147,0
15.691,1.062629675,0.216,0.102,0.94,0.189,0.03,0.276,0.276,2.283,-0.108,6.47,0.188,0
11.556,1.074007877,0.121,0.091,0.92,0.186,0.028,0.611,0.611,0.907,0.035,7.339,0.17,0
10.584,1.091061293,0.124,0.07,0.914,0.144,0.025,0.609,0.609,0.653,0.076,6.052,0.136,0
9.129,1.104541861,0.124,0.067,0.901,0.145,0.025,0.548,0.548,0.664,-0.046,5.734,0.125,0
8.479,1.1173221,0.115,0.061,0.895,0.192,0.026,0.228,0.228,1.408,-0.031,7.779,0.113,0
8.245,1.121103194,0.118,0.064,0.892,0.19,0.027,0.215,0.215,1.378,0.022,7.068,0.119,0
8.199,1.123837019,0.084,0.066,0.891,0.151,0.023,0.278,0.278,1.004,0.02,6.635,0.113,0
8.929,1.114345203,0.085,0.068,0.899,0.174,0.022,0.35,0.35,1.124,0.018,8.034,0.115,0
8.71,1.113490402,0.095,0.069,0.897,0.196,0.023,0.279,0.279,1.37,0.012,8.548,0.113,0
8.606,1.117637721,0.083,0.063,0.896,0.162,0.023,0.254,0.254,1.161,0.012,7.135,0.108,0
8.252,1.116949232,0.098,0.062,0.892,0.155,0.027,0.325,0.325,0.966,0.009,5.853,0.111,0
7.792,1.125537909,0.109,0.059,0.886,0.139,0.028,0.295,0.295,0.862,0.02,5.129,0.11,0
7.264,1.13556611,0.095,0.053,0.879,0.14,0.026,0.25,0.25,0.866,0.017,5.516,0.106,0
7.307,1.136908551,0.093,0.061,0.88,0.082,0.034,0.245,0.245,0.515,0.016,2.362,0.114,0
6.93,1.140804611,0.093,0.053,0.874,0.049,0.03,0.099,0.099,0.347,0.017,1.631,0.096,0
6.654,1.151949324,0.095,0.049,0.869,0.067,0.027,0.092,0.092,0.464,0.019,2.486,0.09,0
6.188,1.153891475,0.084,0.05,0.861,0.033,0.027,0.078,0.078,0.219,0.016,1.237,0.089,0
5.946,1.160423934,0.079,0.051,0.856,0.033,0.03,0.074,0.074,0.21,0.018,1.162,0.089,0
5.524,1.179490287,0.123,0.054,0.847,0.037,0.029,0.067,0.067,0.222,0.021,1.259,0.094,0
5.16,1.192700364,0.096,0.055,0.838,0.033,0.03,0.067,0.067,0.19,0.025,1.141,0.095,0
5.304,1.194162444,0.083,0.049,0.841,0.026,0.026,0.051,0.051,0.158,0.021,1.082,0.087,0
6.151,1.177907273,0.094,0.043,0.86,0.02,0.024,0.017,0.017,0.144,0.015,0.863,0.086,1
8.735,1.115598307,1.669,0.139,0.897,0.037,0.053,0.199,0.199,0.287,0.018,0.701,0.248,0
8.442,1.109665461,0.155,0.094,0.894,0.048,0.035,0.195,0.195,0.365,-0.004,1.371,0.156,0
7.666,1.128944846,0.128,0.087,0.885,0.029,0.032,0.138,0.138,0.214,0.058,0.954,0.144,0
8.008,1.124068621,0.162,0.114,0.889,0.093,0.038,0.4,0.4,0.503,-0.013,2.494,0.202,0
8.616,1.130244819,0.139,0.088,0.896,0.132,0.033,0.539,0.539,0.586,0.062,4.582,0.148,0
10.812,1.102065482,0.146,0.077,0.915,0.19,0.025,0.676,0.676,0.724,0.012,7.831,0.131,0
13.128,1.078913741,0.188,0.09,0.929,0.206,0.027,0.737,0.737,0.768,0.03,7.954,0.15,0
11.637,1.084258902,0.13,0.082,0.921,0.208,0.022,0.715,0.715,0.751,-0.005,10.054,0.138,0
12.326,1.079549656,0.159,0.071,0.925,0.229,0.022,0.715,0.715,0.869,-0.03,10.736,0.128,0
12.19,1.083290773,0.15,0.064,0.924,0.257,0.021,0.717,0.717,0.961,0.023,12.487,0.118,0
12.325,1.083534686,0.151,0.063,0.925,0.253,0.021,0.743,0.743,0.867,0.031,12.196,0.108,0
8.846,1.084518474,0.133,0.064,0.898,0.211,0.024,0.648,0.648,0.733,0.017,10.098,0.101,0
6.152,1.166916513,0.09,0.066,0.86,0.15,0.024,0.46,0.46,0.579,0.008,6.341,0.099,0
6.258,1.161504068,0.076,0.069,0.862,0.155,0.021,0.46,0.46,0.607,0.019,7.45,0.102,0
11.69,1.08037598,0.499,0.143,0.921,0.026,0.042,0.248,0.248,0.248,0.011,0.618,0.221,0
12.664,1.083330464,0.154,0.098,0.927,0.108,0.03,0.597,0.597,0.597,-0.014,3.75,0.151,0
13.481,1.074178181,0.117,0.078,0.931,0.195,0.022,0.611,0.611,1.099,-0.054,9.578,0.124,0
19.082,1.05222729,-0.201,0.117,0.95,0.018,0,0.258,0.258,0.262,0.077,257.009,0.144,0
14.148,1.059555168,0.386,0.082,0.934,0.085,0.025,0.564,1.142,1.133,-0.022,3.458,0.128,0
24.649,1.048806553,-0.568,0.158,0.961,0.032,-0.005,0.436,0.436,0.467,-0.015,-6.982,0.295,0
16.143,1.069966531,-0.165,0.136,0.942,0.027,0.07,0.303,0.303,0.324,0.019,0.388,0.354,0
12.968,1.066589535,0.165,0.078,0.928,0.046,0.055,0.256,0.256,0.475,-0.037,0.834,0.205,0
18.608,1.05079097,0.145,0.082,0.949,0.214,0.019,0.764,0.764,0.991,-0.119,11.808,0.11,0
16.766,1.058620813,0.132,0.083,0.944,0.223,0.021,0.754,0.754,0.972,0.003,11.255,0.104,0
15.445,1.062094564,0.168,0.08,0.939,0.295,0.023,0.764,0.764,1.146,-0.127,13.69,0.11,0
13.238,1.075096209,0.184,0.08,0.93,0.335,0.022,0.779,0.779,1.054,-0.017,15.719,0.116,0
13.075,1.076937526,0.174,0.078,0.929,0.306,0.021,0.779,0.984,1.207,0.085,14.824,0.119,0
17.171,1.058917371,0.136,0.116,0.945,0.103,0.032,0.6,0.6,0.747,0.005,3.215,0.174,0
15.624,1.058099455,0.094,0.072,0.94,0.081,0.018,0.532,0.532,0.629,-0.003,4.441,0.106,0
14.059,1.068851316,0.114,0.075,0.934,0.086,0.019,0.411,0.411,0.765,-0.051,4.552,0.107,0
15.597,1.063041845,0.151,0.135,0.94,0.098,0.036,0.605,0.605,0.642,0.01,2.749,0.191,0
15.179,1.064922976,0.109,0.078,0.938,0.114,0.019,0.62,0.62,0.702,-0.034,6.193,0.104,0
15.204,1.067935681,0.075,0.079,0.938,0.139,0.019,0.674,0.674,0.732,0.028,7.662,0.115,0
15.509,1.064464612,0.088,0.078,0.939,0.147,0.018,0.694,0.694,0.744,0.008,8.321,0.11,0
13.564,1.075710776,0.071,0.093,0.931,0.078,0.017,0.251,0.251,0.85,-0.024,4.916,0.2,0
13.895,1.066520719,0.11,0.082,0.933,0.071,0.018,0.251,0.251,0.793,-0.046,4.09,0.194,0
12.885,1.074496746,0.15,0.072,0.928,0.067,0.019,0.217,0.217,0.724,0.043,3.598,0.165,0
17.702,1.058544036,0.163,0.074,0.947,0.067,0.021,0.308,0.308,0.862,0.019,3.479,0.153,0
17.358,1.052383189,0.131,0.083,0.946,0.066,0.018,0.376,0.376,0.754,0.023,3.661,0.177,0
14.059,1.071127797,0.267,0.156,0.934,0.04,0.026,0.205,0.205,0.478,-0.02,1.627,0.278,0
12.732,1.076973351,0.076,0.105,0.927,0.046,0.024,0.141,0.141,0.54,0.003,2.059,0.174,0
10.691,1.07963816,0.139,0.09,0.914,0.042,0.029,0.097,0.097,0.443,-0.013,1.43,0.151,0
9.218,1.104440797,0.084,0.084,0.902,0.038,0.029,0.098,0.098,0.353,0.047,1.28,0.143,0
10.076,1.107933675,0.111,0.128,0.91,0.052,0.048,0.178,0.178,0.476,0.005,1.137,0.218,0
22.956,1.043148402,0.17,0.085,0.958,0.02,0.032,0.325,0.325,0.325,0.012,0.661,0.146,0
27.498,1.0509495,0.443,0.162,0.948,0.14,0.05,0.613,0.613,1.572,0.021,2.857,0.254,0
14.765,1.058410641,0.365,0.112,0.937,0.271,0.04,0.539,0.539,1.969,-0.059,6.956,0.193,0
13.174,1.075699036,0.209,0.106,0.929,0.288,0.036,0.593,0.593,1.659,-0.041,8.424,0.164,0
13.731,1.072649805,0.242,0.107,0.932,0.369,0.029,0.584,0.584,2.259,0.014,13.145,0.175,0
12.771,1.076471899,0.212,0.105,0.927,0.441,0.026,0.484,0.484,3.135,-0.225,17.656,0.19,0
13.581,1.072156166,0.233,0.094,0.931,0.431,0.025,0.397,0.397,3.79,-0.126,18.462,0.179,0
15.927,1.066619438,0.309,0.093,0.941,0.372,0.024,0.377,0.377,3.927,0.055,16.4,0.167,0
11.772,1.079206103,0.296,0.086,0.922,0.362,0.023,0.408,0.408,2.734,-0.041,16.811,0.153,0
11.456,1.079387865,0.301,0.068,0.92,0.388,0.02,0.372,0.372,3.035,-0.127,20.069,0.132,0
10.715,1.090264032,0.281,0.059,0.915,0.346,0.021,0.436,0.436,2.284,0.066,17.942,0.102,0
11.298,1.094104069,0.336,0.05,0.919,0.398,0.02,0.522,0.522,2.339,-0.048,21.508,0.093,0
12.862,1.083444678,0.276,0.059,0.928,0.358,0.018,0.51,0.51,2.432,0.017,20.04,0.096,0
15.391,1.063987882,0.059,0.069,0.939,0.251,0.011,0.343,0.343,2.705,0.02,21.131,0.115,0
12.124,1.076082891,0.115,0.072,0.924,0.242,0.012,0.608,0.608,1.246,0.014,20.946,0.112,0
11.856,1.090175725,0.113,0.066,0.922,0.271,0.011,0.593,0.593,1.419,0.004,24.543,0.101,0
10.224,1.086278993,-0.211,0.058,0.911,0.283,-0.003,0.54,0.54,1.46,0.01,-88.188,0.089,0
11.53,1.088692044,-0.52,0.059,0.92,0.216,-0.004,0.634,0.634,0.99,0.013,-49.96,0.087,0
13.28,1.072786406,-0.468,0.056,0.93,0.138,-0.003,0.515,0.515,0.956,0.016,-44.281,0.078,0
7.996,1.12360933,0,0.052,0.889,0.121,0.013,0.465,0.465,0.583,0.013,9.313,0.069,0
8.696,1.127857,-0.123,0.054,0.897,0.119,0.009,0.518,0.518,0.554,0.02,13.242,0.075,0
8.926,1.106271382,0.064,0.055,0.899,0.114,0.022,0.53,0.53,0.532,0.03,5.221,0.075,0
6.6,1.151205598,0.217,0.053,0.868,0.106,0.016,0.445,0.445,0.445,0.024,6.68,0.074,0
6.094,1.155726805,0.05,0.054,0.859,0.106,0.02,0.345,0.345,0.494,0.024,5.118,0.076,0
5.541,1.176223919,0.037,0.055,0.847,0.102,0.017,0.36,0.36,0.427,0.02,5.844,0.076,0
5.476,1.179856259,0.068,0.056,0.846,0.09,0.024,0.342,0.342,0.382,0.023,3.767,0.081,0
4.847,1.200483642,0.115,0.061,0.829,0.087,0.031,0.308,0.308,0.353,0.028,2.827,0.086,0
5.587,1.21458457,0.041,0.052,0.848,0.072,0.02,0.286,0.286,0.339,0.028,4.012,0.08,0
8.084,1.137740276,0.117,0.045,0.89,0.048,0.03,0.242,0.242,0.329,0.018,1.628,0.082,1
13.54,1.073568596,0.178,0.114,0.931,0.327,0.029,0.789,0.789,1.004,0.028,11.493,0.578,0
14.933,1.073131833,0.069,0.069,0.937,0.364,0.015,0.76,0.76,1.39,-0.074,25.438,0.393,0
14.63,1.066979676,0.085,0.067,0.936,0.346,0.012,0.773,0.773,1.226,0.113,28.416,0.374,0
12.845,1.079691713,0.082,0.066,0.928,0.32,0.014,0.797,0.797,0.897,0.006,23.138,0.308,0
14.19,1.069550708,0.117,0.07,0.934,0.347,0.015,0.76,0.76,1.263,-0.102,23.558,0.305,0
4.666,1.208204407,0.13,0.146,0.823,0.055,0.07,0.237,0.237,0.237,0.026,0.785,0.163,0
4.825,1.218814143,0.115,0.084,0.828,0.051,0.04,0.215,0.215,0.235,0.013,1.368,0.095,0
6.034,1.166546389,0.115,0.086,0.858,0.085,0.035,0.364,0.364,0.38,0.02,2.457,0.101,0
6.251,1.164988025,0.09,0.085,0.862,0.112,0.033,0.398,0.398,0.488,-0.054,3.404,0.098,0
6.373,1.158619779,0.121,0.085,0.864,0.108,0.034,0.377,0.377,0.495,-0.036,3.25,0.098,0
7.217,1.154066762,0.105,0.083,0.878,0.061,0.032,0.335,0.335,0.335,0.133,2.002,0.101,0
8.365,1.134424615,0.112,0.081,0.893,0.084,0.03,0.436,0.436,0.443,0.017,2.877,0.098,0
10.156,1.10151364,0.102,0.083,0.91,0.155,0.024,0.576,0.576,0.735,-0.128,6.639,0.098,0
9.941,1.098874549,0.131,0.081,0.909,0.13,0.028,0.586,0.586,0.586,0.194,4.699,0.096,0
10.586,1.094464903,0.132,0.077,0.914,0.129,0.028,0.598,0.598,0.601,0.125,4.938,0.096,0
11.152,1.088222234,0.151,0.069,0.918,0.122,0.028,0.59,0.59,0.606,0.015,4.348,0.086,0
10.663,1.092253609,0.153,0.076,0.914,0.129,0.029,0.53,0.53,0.709,0.016,4.503,0.091,0
10.737,1.096037446,0.135,0.08,0.915,0.107,0.027,0.346,0.346,0.823,0.015,4.029,0.093,0
11.455,1.091913352,0.099,0.072,0.92,0.119,0.023,0.473,0.473,0.783,0.016,5.349,0.083,0
11.126,1.077271885,0.026,0.062,0.918,0.131,0.015,0.445,0.445,0.88,0.001,9.173,0.071,0
13.453,1.075715155,-0.155,0.056,0.931,0.058,0.01,0.452,0.452,0.457,0.005,5.719,0.074,0
18.591,1.057131252,-0.558,0.044,0.949,0.041,-0.008,0.277,0.277,0.579,0.011,-4.951,0.069,0
21.903,1.045488231,-0.211,0.046,0.956,0.036,0.01,0.452,0.452,0.453,-0.031,3.617,0.091,0
22.496,1.046091681,-0.122,0.046,0.957,0.043,0.014,0.502,0.502,0.502,0.005,3.03,0.087,0
22.668,1.039742165,-0.09,0.043,0.958,0.037,0.017,0.469,0.469,0.469,0.013,2.163,0.078,0
13.165,1.082214977,0.113,0.14,0.929,0.205,0.046,0.739,0.739,0.76,0.02,4.557,0.242,0
14.105,1.07043958,0.121,0.082,0.934,0.234,0.021,0.77,0.77,0.813,-0.041,11.299,0.131,0
13.77,1.075900241,0.103,0.085,0.932,0.215,0.024,0.733,0.733,0.848,-0.065,9.309,0.124,0
14.484,1.067193005,0.17,0.088,0.935,0.229,0.025,0.738,0.738,0.929,-0.082,9.221,0.118,0
12.892,1.076213314,0.17,0.09,0.928,0.149,0.028,0.622,0.622,0.783,0.088,5.542,0.129,0
13.77,1.073736987,0.176,0.088,0.932,0.14,0.027,0.672,0.672,0.679,0.197,5.282,0.126,0
15.639,1.065026499,0.173,0.085,0.94,0.215,0.024,0.744,0.744,0.916,-0.03,9.476,0.112,0
15.02,1.066427157,0.172,0.088,0.938,0.185,0.024,0.709,0.709,0.86,-0.075,8.038,0.119,0
13.36,1.076187814,0.185,0.08,0.93,0.158,0.028,0.686,0.686,0.713,0.123,5.945,0.115,0
13.244,1.072850876,0.177,0.078,0.93,0.136,0.031,0.634,0.634,0.707,0.022,4.406,0.115,0
11.819,1.091231259,0.145,0.07,0.922,0.168,0.029,0.671,0.671,0.708,0.005,5.957,0.098,0
12.124,1.085274665,0.284,0.107,0.924,0.31,0.036,0.803,0.803,0.803,0.014,8.927,0.246,0
13.479,1.072804026,0.146,0.075,0.931,0.337,0.018,0.799,0.799,0.981,-0.261,19.315,0.135,0
12.365,1.080377227,0.133,0.08,0.925,0.302,0.018,0.775,0.775,0.91,0.102,16.776,0.129,0
12.599,1.084489967,0.126,0.076,0.926,0.295,0.021,0.774,0.774,0.906,-0.031,14.955,0.128,0
12.571,1.08230793,0.116,0.079,0.926,0.244,0.022,0.578,0.578,1.398,-0.047,11.409,0.138,0
12.856,1.08435077,0.125,0.077,0.928,0.193,0.025,0.183,0.183,2.19,0.187,8.036,0.136,0
14.424,1.071225909,0.156,0.08,0.935,0.192,0.025,0.149,0.149,2.523,-0.113,7.797,0.132,0
12.764,1.074709854,0.151,0.08,0.927,0.168,0.025,0.243,0.243,1.752,0.047,6.803,0.127,0
11.743,1.085332879,0.153,0.07,0.922,0.137,0.026,0.337,0.337,1.159,0.132,5.454,0.11,0
10.932,1.088189735,0.14,0.063,0.916,0.132,0.025,0.422,0.547,1.185,0.059,5.292,0.095,0
14.107,1.067961816,0.086,0.101,0.934,0.105,0.012,0.556,0.556,0.704,-0.006,8.681,0.18,0
12.618,1.075975983,0.097,0.096,0.927,0.033,0.013,0.223,0.235,0.365,0.074,2.488,0.17,0
11.708,1.085282912,0.008,0.094,0.926,0.012,0.015,0.136,0.151,0.151,0.044,0.807,0.169,0
11.871,1.084077052,0.114,0.083,0.927,0.036,0.021,0.451,0.828,0.351,0,1.702,0.145,0
12.493,1.082650357,0.07,0.073,0.926,0.06,0.03,0.516,0.993,0.757,-0.019,2.024,0.123,0
11.673,1.083726188,0.098,0.081,0.921,0.102,0.017,0.493,0.911,1.205,-0.118,6.061,0.126,0
10.334,1.091120599,0.056,0.082,0.912,0.041,0.012,0.196,0.196,0.374,0.003,3.298,0.127,0
10.084,1.095533848,0.077,0.071,0.91,0.019,0.017,0.17,0.17,0.171,0.099,1.126,0.125,0
10.107,1.1006126,0.122,0.067,0.91,0.039,0.022,0.28,0.28,0.309,-0.01,1.7,0.128,0
9.706,1.102731796,0.095,0.059,0.907,0.03,0.019,0.161,0.161,0.269,0.025,1.545,0.119,0
10.02,1.105971754,0.084,0.061,0.909,0.03,0.018,0.25,0.25,0.252,0.012,1.712,0.128,0
10.994,1.096644576,0.069,0.065,0.917,0.016,0.015,0.141,0.141,0.169,0.017,1.105,0.137,0
11.099,1.091181611,0.072,0.067,0.917,0.016,0.014,0.164,0.164,0.164,0.006,1.139,0.134,1
8.78,1.118494473,0.066,0.152,0.896,0.264,0.071,0.663,0.66,0.868,0.022,3.811,0.202,0
9.19,1.110079966,0.163,0.091,0.901,0.347,0.039,0.72,0.717,0.99,-0.151,9.176,0.121,0
9.456,1.109405956,0.192,0.113,0.903,0.367,0.047,0.735,0.733,1.012,-0.013,7.965,0.158,0
9.296,1.106109012,0.18,0.101,0.902,0.289,0.042,0.702,0.7,0.886,0.046,7.403,0.142,0
8.427,1.115487143,0.181,0.106,0.894,0.258,0.044,0.659,0.658,0.827,0.013,6.102,0.144,0
8.777,1.127240231,0.158,0.095,0.897,0.268,0.039,0.68,0.679,0.836,0.109,7.212,0.137,0
10.337,1.098287445,0.16,0.091,0.912,0.234,0.033,0.661,0.66,0.898,-0.148,7.355,0.132,0
11.492,1.102739233,0.148,0.077,0.92,0.214,0.029,0.613,0.613,1.034,0.011,8.601,0.117,0
10.217,1.092720686,0.166,0.076,0.911,0.218,0.031,0.667,0.667,0.813,0.021,7.163,0.124,0
10.004,1.102580597,0.172,0.067,0.909,0.279,0.032,0.726,0.726,0.843,0.029,9.142,0.122,0
10.536,1.09506738,0.177,0.061,0.913,0.336,0.03,0.759,0.759,0.935,-0.111,11.575,0.116,0
10.719,1.098587402,0.18,0.065,0.915,0.287,0.031,0.724,0.724,0.927,0.025,9.744,0.111,0
9.785,1.098792952,0.175,0.073,0.907,0.205,0.031,0.29,0.29,1.572,0.023,6.831,0.11,0
8.416,1.113706116,0.147,0.079,0.894,0.166,0.031,0.258,0.258,1.16,0.017,5.459,0.111,0
8.106,1.123246985,0.125,0.074,0.89,0.251,0.029,0.179,0.215,2.263,0.021,8.86,0.1,0
7.185,1.138801689,0.064,0.067,0.878,0.267,0.02,0.44,0.44,1.225,0.018,13.657,0.095,0
6.75,1.124573526,0.055,0.061,0.871,0.176,0.02,0.452,0.452,0.747,0.018,9.047,0.099,0
7.158,1.141562616,0.015,0.052,0.877,0.197,0.018,0.465,0.465,0.859,0.033,11.186,0.104,0
7.475,1.134154317,0.08,0.048,0.882,0.198,0.023,0.397,0.397,1.01,0.029,8.622,0.106,0
7.505,1.131592812,0.099,0.044,0.882,0.183,0.024,0.437,0.437,0.875,0.027,7.877,0.099,0
6.931,1.139175854,0.114,0.049,0.874,0.137,0.027,0.382,0.382,0.673,0.048,5.07,0.095,0
7.103,1.141245126,0.11,0.048,0.877,0.101,0.026,0.272,0.272,0.598,0.025,3.982,0.09,0
7.267,1.13436992,0.109,0.048,0.879,0.094,0.026,0.249,0.249,0.585,0.021,3.613,0.086,0
7.291,1.134017885,0.115,0.049,0.879,0.084,0.026,0.22,0.22,0.54,0.022,3.236,0.08,0
7.038,1.140944616,0.11,0.049,0.876,0.07,0.028,0.202,0.202,0.448,0.03,2.61,0.075,0
6.541,1.143010086,0.13,0.052,0.867,0.071,0.03,0.169,0.169,0.445,0.026,2.483,0.076,0
6.442,1.16725143,0.117,0.047,0.866,0.069,0.027,0.14,0.14,0.444,0.019,2.706,0.072,0
7.57,1.142434864,0.137,0.041,0.883,0.061,0.026,0.085,0.085,0.481,0.012,2.45,0.074,1
14.119,1.076163251,0.108,0.077,0.934,0.057,0.023,0.464,0.464,0.464,-0.057,2.591,0.112,0
14.649,1.068848827,0.09,0.082,0.936,0.048,0.022,0.387,0.387,0.457,0.004,2.384,0.118,0
20.008,1.049980001,0.112,0.116,0.952,0.019,0.021,0.164,0.164,0.337,0.042,1.013,0.277,0
18.57,1.053849379,0.118,0.105,0.949,0.024,0.021,0.091,0.091,0.427,0.005,1.136,0.161,0
19.136,1.052257679,0.159,0.092,0.95,0.118,0.024,0.459,0.459,1.287,-0.052,5.354,0.157,0
18.439,1.051694018,0.15,0.139,0.949,0.1,0.045,0.635,0.635,0.708,0.032,2.232,0.227,0
14.789,1.057597886,0.189,0.083,0.937,0.112,0.029,0.622,0.622,0.666,0.019,3.923,0.13,0
12.864,1.075678878,0.129,0.084,0.928,0.108,0.029,0.554,0.554,0.666,-0.02,3.685,0.131,0
13.046,1.077602715,0.134,0.084,0.929,0.14,0.029,0.6,0.6,0.785,-0.058,4.828,0.138,0
14.042,1.068333504,0.368,0.14,0.934,0.072,0.037,0.505,0.505,0.533,0.011,1.928,0.183,0
14.095,1.071170921,0.111,0.077,0.934,0.091,0.019,0.496,0.496,0.691,-0.05,4.79,0.1,0
14.178,1.071753043,0.119,0.082,0.934,0.176,0.02,0.662,0.662,0.903,-0.069,8.935,0.102,0
15.341,1.065314871,0.098,0.084,0.939,0.255,0.021,0.797,0.797,0.847,0.106,12.224,0.102,0
14.733,1.065158885,0.145,0.082,0.936,0.294,0.021,0.789,0.789,0.977,-0.154,14.545,0.101,0
14.637,1.073000709,0.154,0.079,0.936,0.295,0.021,0.794,0.794,0.948,0.044,14.278,0.096,0
15.767,1.064724601,0.157,0.079,0.94,0.352,0.02,0.825,0.825,1.034,-0.068,18.079,0.095,0
14.828,1.065065183,0.154,0.086,0.937,0.358,0.02,0.811,0.811,1.069,-0.032,17.738,0.106,0
13.189,1.072341893,0.172,0.082,0.93,0.296,0.027,0.783,0.783,0.911,0.114,11.095,0.099,0
12.718,1.078916602,0.165,0.079,0.927,0.262,0.028,0.764,0.764,0.845,0.09,9.248,0.096,0
13.624,1.075470073,0.153,0.07,0.932,0.307,0.027,0.796,0.796,0.916,-0.018,11.665,0.095,0
13.643,1.07254188,0.152,0.07,0.932,0.286,0.025,0.757,0.757,1.019,0.007,11.334,0.094,0
13.916,1.072781332,0.162,0.077,0.933,0.235,0.027,0.736,0.736,0.924,0.02,8.814,0.102,0
