,leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
13226,16.623,1.0613114337628196,-0.4,0.075,0.943,0.062,-0.002,0.475,0.475,0.578,-0.099,-32.82,0.099,0
13227,14.93,1.0583657870968368,-0.134,0.08,0.937,0.024,0.013999999999999999,0.255,0.255,0.29,0.038,1.736,0.102,0
13228,11.073,1.0889921592919918,0.125,0.078,0.917,0.02,0.018000000000000002,0.191,0.191,0.193,0.016,1.139,0.092,0
13229,10.867,1.0910314812253648,0.14300000000000002,0.078,0.9159999999999999,0.046,0.019,0.34299999999999997,0.34299999999999997,0.361,0.013999999999999999,2.5839999999999996,0.08900000000000001,0
13231,4.784,1.2230202183449324,0.05,0.073,0.8270000000000001,0.04,0.017,0.18100000000000002,0.18100000000000002,0.18899999999999997,-0.011000000000000001,2.334,0.129,0
13232,5.252999999999999,1.1962790279970963,0.044000000000000004,0.075,0.84,0.079,0.02,0.27899999999999997,0.27899999999999997,0.358,-0.054000000000000006,3.9819999999999998,0.11900000000000001,0
13233,5.063,1.197025217735255,0.043,0.076,0.835,0.115,0.015,0.363,0.363,0.44299999999999995,-0.013999999999999999,7.402,0.107,0
13234,6.004,1.182895285773884,0.054000000000000006,0.076,0.857,0.126,0.017,0.466,0.466,0.47200000000000003,0.109,7.4479999999999995,0.10400000000000001,0
13235,6.642,1.1589751515705025,0.077,0.07400000000000001,0.8690000000000001,0.15,0.019,0.532,0.532,0.536,0.013999999999999999,8.029,0.102,0
13236,8.544,1.1316913596916542,0.063,0.075,0.895,0.185,0.015,0.588,0.588,0.727,-0.1,12.697000000000001,0.099,0
13237,9.693,1.1087168990189569,0.087,0.071,0.9059999999999999,0.183,0.02,0.64,0.64,0.705,0.107,9.539,0.09300000000000001,0
13238,9.946,1.1013785430375926,0.109,0.066,0.909,0.196,0.022000000000000002,0.6579999999999999,0.6579999999999999,0.7340000000000001,0.003,9.211,0.08199999999999999,0
13239,10.285,1.0987155342897694,0.111,0.06,0.9109999999999999,0.223,0.021,0.348,0.348,1.6380000000000001,-0.015,10.735999999999999,0.075,0
13240,11.215,1.0907599819543192,0.054000000000000006,0.059000000000000004,0.9179999999999999,0.239,0.012,0.40700000000000003,0.40700000000000003,1.729,0.016,20.340999999999998,0.07400000000000001,0
13241,12.472999999999999,1.0818847509136877,0.055999999999999994,0.063,0.9259999999999999,0.218,0.012,0.43799999999999994,0.43799999999999994,1.65,0.012,17.968,0.079,0
13242,12.062999999999999,1.0819239194150496,0.107,0.069,0.9229999999999999,0.22,0.017,0.7070000000000001,0.7070000000000001,0.8420000000000001,0.013999999999999999,12.839,0.086,0
13243,12.169,1.0817566547935298,0.11699999999999999,0.071,0.924,0.22,0.018000000000000002,0.682,0.682,0.9209999999999999,0.012,12.659,0.086,0
13244,11.275,1.0786682776211571,0.124,0.061,0.919,0.252,0.018000000000000002,0.705,0.705,0.9109999999999999,0.01,14.122,0.077,0
13245,10.75,1.0991014157008083,0.134,0.057999999999999996,0.915,0.183,0.021,0.584,0.584,0.897,0.016,9.259,0.076,0
13246,11.775,1.0901379249064538,0.267,0.057,0.922,0.12,0.021,0.46799999999999997,0.46799999999999997,0.813,0.009000000000000001,6.1,0.07200000000000001,0
13247,8.5,1.0881182921507493,0.19699999999999998,0.059000000000000004,0.895,0.08900000000000001,0.027999999999999997,0.33299999999999996,0.33299999999999996,0.564,0.023,3.2560000000000002,0.079,0
13248,6.785,1.1469879480682306,0.131,0.054000000000000006,0.872,0.083,0.024,0.27,0.27,0.47,0.012,3.427,0.067,0
13249,7.559,1.1466089420382917,0.11900000000000001,0.05,0.883,0.098,0.024,0.377,0.377,0.523,0.022000000000000002,4.3,0.062,0
13250,8.836,1.12205828557493,0.13,0.049,0.898,0.09699999999999999,0.023,0.387,0.387,0.5820000000000001,0.015,4.473,0.062,0
13251,9.397,1.1136205362075893,0.128,0.049,0.904,0.079,0.022000000000000002,0.36200000000000004,0.36200000000000004,0.525,0.017,3.6210000000000004,0.061,0
13252,10.293,1.098569264380912,0.122,0.048,0.9109999999999999,0.094,0.021,0.42100000000000004,0.42100000000000004,0.614,0.013999999999999999,4.555,0.057999999999999996,0
13253,8.761000000000001,1.112784914138857,0.114,0.049,0.898,0.047,0.023,0.273,0.273,0.335,0.017,2.157,0.059000000000000004,0
13254,8.525,1.1190764800011392,0.13,0.052000000000000005,0.895,0.057999999999999996,0.023,0.31,0.31,0.382,0.018000000000000002,2.602,0.062,0
13255,8.345,1.1206431141542805,0.11699999999999999,0.053,0.893,0.051,0.023,0.32,0.32,0.325,0.02,2.31,0.063,0
13256,8.857000000000001,1.1131210564801801,0.156,0.049,0.899,0.034,0.027000000000000003,0.242,0.242,0.251,0.018000000000000002,1.288,0.06,0
13257,8.661,1.1172571177031054,0.184,0.048,0.8959999999999999,0.027999999999999997,0.03,0.19899999999999998,0.19899999999999998,0.21600000000000003,0.021,0.958,0.06,1
13259,8.522,1.1202565681890644,0.087,0.076,0.895,0.14800000000000002,0.023,0.503,0.503,0.6990000000000001,-0.081,6.647,0.16699999999999998,0
13260,9.879,1.1071468895358738,0.066,0.07400000000000001,0.9079999999999999,0.23399999999999999,0.019,0.684,0.684,0.804,-0.026000000000000002,12.392999999999999,0.127,0
13261,10.04,1.1014735887301217,0.102,0.075,0.909,0.28,0.02,0.725,0.725,0.8490000000000001,-0.033,14.448,0.134,0
13266,14.195,1.059711276964733,0.027999999999999997,0.051,0.934,0.16399999999999998,0.011000000000000001,0.653,0.653,0.866,0.006,15.515,0.091,0
13267,12.804,1.0725025872039935,0.096,0.051,0.9279999999999999,0.111,0.016,0.466,0.466,0.8190000000000001,0.001,7.019,0.087,0
13268,11.847999999999999,1.081145310559229,0.132,0.05,0.922,0.092,0.019,0.389,0.389,0.7240000000000001,0.013999999999999999,4.921,0.075,0
13269,10.707,1.0918202369241228,0.134,0.048,0.915,0.081,0.02,0.359,0.359,0.608,0.017,4.035,0.075,0
13270,10.323,1.0972870125569816,0.09300000000000001,0.044000000000000004,0.912,0.064,0.017,0.28,0.28,0.521,0.013999999999999999,3.8480000000000003,0.073,0
13271,10.218,1.097170296405646,0.09699999999999999,0.040999999999999995,0.9109999999999999,0.065,0.016,0.24600000000000002,0.24600000000000002,0.5529999999999999,0.016,4.04,0.065,0
13272,11.633,1.0969151772309689,0.10099999999999999,0.04,0.9209999999999999,0.083,0.017,0.37,0.37,0.6609999999999999,0.011000000000000001,5.035,0.064,0
13273,12.1,1.0800311539959326,0.071,0.039,0.924,0.085,0.015,0.40399999999999997,0.40399999999999997,0.664,0.012,5.641,0.061,0
13274,9.95,1.097187565648233,0.10800000000000001,0.045,0.909,0.079,0.022000000000000002,0.39899999999999997,0.39899999999999997,0.518,0.011000000000000001,3.904,0.059000000000000004,0
13275,9.605,1.1040253149831678,0.08199999999999999,0.045,0.9059999999999999,0.084,0.019,0.41200000000000003,0.41200000000000003,0.523,0.015,4.548,0.057999999999999996,0
13276,8.854,1.1068875915171126,0.098,0.048,0.899,0.05,0.019,0.316,0.316,0.33799999999999997,0.013999999999999999,2.6069999999999998,0.059000000000000004,0
13278,5.607,1.1366847438276009,0.155,0.152,0.8490000000000001,0.006,0.049,0.035,0.035,0.038,0.001,0.136,0.275,0
13282,8.696,1.1161952264853754,0.092,0.08800000000000001,0.897,0.013000000000000001,0.026000000000000002,0.057999999999999996,0.057999999999999996,0.11599999999999999,0.03,0.518,0.133,0
13283,8.494,1.1168697836220054,0.11699999999999999,0.083,0.895,0.04,0.027000000000000003,0.133,0.133,0.32899999999999996,-0.037000000000000005,1.492,0.121,0
13284,8.389,1.1198247768486735,0.111,0.085,0.893,0.046,0.027000000000000003,0.124,0.124,0.38,-0.004,1.7630000000000001,0.122,0
13286,10.594000000000001,1.0885293205859539,0.115,0.075,0.914,0.005,0.026000000000000002,0.054000000000000006,0.054000000000000006,0.054000000000000006,0.026000000000000002,0.18899999999999997,0.187,0
13288,5.127000000000001,1.1911019335460857,0.064,0.071,0.8370000000000001,0.003,0.023,0.018000000000000002,0.018000000000000002,0.018000000000000002,-0.08800000000000001,0.138,0.124,0
13289,5.189,1.1929057209956087,0.049,0.071,0.838,0.003,0.023,0.016,0.016,0.016,0.006999999999999999,0.114,0.11599999999999999,0
13290,5.056,1.1945450307586012,0.073,0.071,0.835,0.002,0.023,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.027999999999999997,0.09300000000000001,0.11,0
13291,5.28,1.1945633688330854,0.068,0.068,0.841,0.002,0.02,0.01,0.01,0.011000000000000001,-0.006999999999999999,0.086,0.109,0
13292,5.959,1.171308690461895,0.076,0.067,0.856,0.001,0.02,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.035,0.067,0.10400000000000001,0
13296,10.970999999999998,1.091939973410341,0.149,0.084,0.9159999999999999,0.047,0.026000000000000002,0.10400000000000001,0.10400000000000001,0.5,-0.008,1.801,0.11699999999999999,0
13297,11.195,1.0898469465870515,0.156,0.085,0.9179999999999999,0.038,0.025,0.146,0.146,0.395,0.052000000000000005,1.579,0.11199999999999999,0
13298,11.267000000000001,1.0870220755575783,0.11900000000000001,0.086,0.9179999999999999,0.048,0.022000000000000002,0.29100000000000004,0.29100000000000004,0.42200000000000004,0.027000000000000003,2.2840000000000003,0.11199999999999999,0
13300,9.402999999999999,1.0999817350616978,0.18899999999999997,0.099,0.904,0.011000000000000001,0.039,0.025,0.025,0.113,0.004,0.28600000000000003,0.146,0
13301,9.177,1.1095930771555784,0.162,0.09300000000000001,0.902,0.019,0.036000000000000004,0.047,0.047,0.182,0.057999999999999996,0.5479999999999999,0.139,0
13302,9.603,1.102760857358194,0.155,0.092,0.9059999999999999,0.024,0.034,0.057999999999999996,0.057999999999999996,0.239,-0.016,0.7190000000000001,0.138,0
13303,5.013,1.19557383676985,0.040999999999999995,0.071,0.8340000000000001,0.037000000000000005,0.017,0.18100000000000002,0.18100000000000002,0.18100000000000002,0.009000000000000001,2.185,0.095,0
13304,7.653,1.1259232581344134,-0.01,0.122,0.884,0.05,0.032,0.245,0.245,0.324,0.0,1.548,0.147,0
13305,7.03,1.137243088466388,0.07200000000000001,0.079,0.875,0.02,0.022000000000000002,0.11800000000000001,0.11800000000000001,0.14400000000000002,0.077,0.915,0.1,0
13306,6.756,1.1439721575351232,0.052000000000000005,0.08,0.871,0.015,0.023,0.095,0.095,0.102,0.003,0.632,0.109,0
13307,6.52,1.1533674892807324,0.083,0.084,0.867,0.012,0.024,0.07400000000000001,0.07400000000000001,0.085,-0.001,0.502,0.11599999999999999,0
13308,3.8169999999999997,1.1500750017857568,0.046,0.076,0.792,0.040999999999999995,0.021,0.163,0.163,0.16399999999999998,-0.006,2.011,0.107,0
13309,5.237,1.2571508071871345,0.023,0.079,0.84,0.168,0.022000000000000002,0.496,0.496,0.528,-0.008,7.733,0.10400000000000001,0
13310,8.28,1.1238488409018736,0.095,0.09,0.892,0.24600000000000002,0.025,0.662,0.662,0.7709999999999999,-0.11599999999999999,10.115,0.124,0
13311,8.635,1.1202861387943843,0.124,0.083,0.8959999999999999,0.23199999999999998,0.028999999999999998,0.679,0.679,0.718,0.13,8.19,0.12,0
13312,11.435,1.096687486820338,0.168,0.073,0.92,0.317,0.033,0.77,0.77,0.905,-0.185,10.599,0.13,0
13313,11.675999999999998,1.099673990466276,0.153,0.066,0.9209999999999999,0.184,0.028999999999999998,0.48700000000000004,0.48700000000000004,1.197,0.245,6.769,0.08900000000000001,0
13314,14.974,1.0686414938190323,0.177,0.063,0.937,0.249,0.024,0.639,0.639,1.433,0.038,11.019,0.079,0
13315,13.124,1.065055318460387,0.163,0.07,0.929,0.233,0.022000000000000002,0.693,0.693,1.01,-0.003,11.232999999999999,0.087,0
13318,13.16,1.0674101665672224,0.004,0.055999999999999994,0.929,0.177,0.006,0.433,0.433,1.4180000000000001,0.004,28.613000000000003,0.069,0
13319,11.161,1.0907050598504031,0.01,0.057999999999999996,0.9179999999999999,0.075,0.006999999999999999,0.145,0.155,0.83,-0.004,10.446,0.07400000000000001,0
13320,10.822000000000001,1.0870603323396666,0.106,0.054000000000000006,0.915,0.086,0.016,0.142,0.196,1.2,-0.086,5.452000000000001,0.07200000000000001,0
13321,9.846,1.1010648094805975,0.10400000000000001,0.054000000000000006,0.9079999999999999,0.048,0.017,0.138,0.154,0.501,0.155,2.801,0.071,0
13322,10.203,1.0961215276365561,0.138,0.053,0.9109999999999999,0.091,0.022000000000000002,0.139,0.156,0.985,-0.037000000000000005,4.235,0.07200000000000001,0
13323,10.542,1.1000598334663925,0.07,0.044000000000000004,0.9129999999999999,0.132,0.013000000000000001,0.203,0.222,1.325,0.107,10.197000000000001,0.057,0
13324,11.445,1.0884208832782194,0.124,0.044000000000000004,0.92,0.142,0.018000000000000002,0.214,0.214,1.3880000000000001,0.017,8.244,0.055999999999999994,0
13325,11.707,1.0867721376150197,0.12,0.044000000000000004,0.9209999999999999,0.149,0.018000000000000002,0.203,0.203,1.5119999999999998,-0.028999999999999998,8.782,0.057999999999999996,0
13327,11.129000000000001,1.0897392931608034,0.153,0.085,0.9179999999999999,0.03,0.03,0.157,0.157,0.306,0.025,1.015,0.153,0
13328,11.229000000000001,1.091682951296875,0.151,0.086,0.9179999999999999,0.038,0.03,0.129,0.129,0.40399999999999997,0.036000000000000004,1.287,0.16,0
13329,10.978,1.0900740084432168,0.153,0.085,0.917,0.038,0.031,0.122,0.122,0.402,-0.013000000000000001,1.249,0.16,0
13330,11.093,1.0941835134869424,0.133,0.083,0.917,0.039,0.028999999999999998,0.17300000000000001,0.17300000000000001,0.387,0.013999999999999999,1.381,0.159,0
13331,12.294,1.0847660337868141,0.124,0.076,0.925,0.049,0.025,0.32,0.32,0.439,0.016,2.024,0.147,0
13332,15.939,1.0635484422644899,0.139,0.077,0.941,0.077,0.025,0.301,0.301,0.9159999999999999,0.006999999999999999,3.1239999999999997,0.151,0
13333,14.142000000000001,1.0710948283820878,0.019,0.07400000000000001,0.934,0.071,0.018000000000000002,0.265,0.24600000000000002,0.7240000000000001,-0.032,3.989,0.134,0
13335,6.376,1.1136317907444668,0.079,0.078,0.8640000000000001,0.006,0.021,0.039,0.039,0.04,0.013999999999999999,0.27899999999999997,0.11199999999999999,0
13336,5.381,1.1942222831300533,0.068,0.083,0.843,0.012,0.026000000000000002,0.07400000000000001,0.07400000000000001,0.07400000000000001,-0.005,0.48,0.113,0
13337,5.867000000000001,1.1688083295029876,0.092,0.08199999999999999,0.8540000000000001,0.011000000000000001,0.025,0.069,0.069,0.069,0.012,0.43799999999999994,0.109,0
13338,6.546,1.1562491761790525,0.107,0.081,0.867,0.08,0.027000000000000003,0.37,0.37,0.379,0.036000000000000004,3.114,0.10800000000000001,0
13339,7.715,1.1335776994452966,0.105,0.081,0.885,0.132,0.024,0.523,0.523,0.55,-0.023,5.581,0.107,0
13340,8.051,1.1274936606601889,0.115,0.08199999999999999,0.89,0.14300000000000002,0.024,0.53,0.53,0.609,-0.040999999999999995,6.249,0.113,0
13341,9.572000000000001,1.1142312942446273,0.145,0.077,0.905,0.099,0.027000000000000003,0.488,0.488,0.537,0.063,3.86,0.11599999999999999,0
13342,9.671,1.1015669320098125,0.147,0.068,0.9059999999999999,0.061,0.026000000000000002,0.396,0.396,0.396,0.057999999999999996,2.463,0.11199999999999999,0
13343,9.817,1.1018654844542963,0.14,0.066,0.9079999999999999,0.066,0.025,0.285,0.285,0.509,-0.008,2.823,0.109,0
13346,9.511000000000001,1.1103326072113666,0.215,0.129,0.905,0.042,0.05,0.026000000000000002,0.026000000000000002,0.43,0.08800000000000001,0.99,0.192,0
13347,9.677999999999999,1.0998929606933654,0.12,0.10099999999999999,0.9059999999999999,0.044000000000000004,0.031,0.073,0.073,0.434,-0.022000000000000002,1.4769999999999999,0.14400000000000002,0
13348,9.222999999999999,1.1092663046527922,0.08,0.09699999999999999,0.902,0.024,0.025,0.023,0.023,0.244,-0.004,0.975,0.14,0
13349,8.902000000000001,1.1099872609904582,0.138,0.095,0.899,0.042,0.033,0.258,0.258,0.307,0.05,1.301,0.141,0
13350,9.442,1.106547956111482,0.129,0.094,0.904,0.078,0.031,0.381,0.381,0.506,-0.001,2.5989999999999998,0.135,0
13351,9.193,1.1081845264043158,0.121,0.092,0.902,0.076,0.028999999999999998,0.39399999999999996,0.39399999999999996,0.467,-0.015,2.863,0.129,0
13352,9.975,1.09708614778259,0.09699999999999999,0.078,0.909,0.12,0.026000000000000002,0.35700000000000004,0.35700000000000004,0.848,0.14300000000000002,4.705,0.111,0
13353,9.637,1.0990642335941339,0.10300000000000001,0.07,0.9059999999999999,0.128,0.025,0.5660000000000001,0.5660000000000001,0.591,-0.022000000000000002,5.122000000000001,0.098,0
13354,9.097999999999999,1.1077481599080452,0.113,0.066,0.9009999999999999,0.133,0.026000000000000002,0.563,0.563,0.585,-0.027999999999999997,5.156000000000001,0.092,0
13355,9.523,1.1054344433653513,0.122,0.067,0.905,0.113,0.027000000000000003,0.526,0.526,0.5660000000000001,0.018000000000000002,4.3069999999999995,0.096,0
13356,10.677999999999999,1.0960299798644628,0.132,0.071,0.914,0.084,0.028999999999999998,0.48,0.48,0.508,0.013999999999999999,3.112,0.10099999999999999,0
13357,10.218,1.095639471107282,0.11199999999999999,0.096,0.9109999999999999,0.073,0.031,0.42200000000000004,0.42200000000000004,0.474,0.019,2.42,0.133,0
13358,10.224,1.0995666420590438,0.04,0.071,0.9109999999999999,0.084,0.015,0.43200000000000005,0.43200000000000005,0.536,0.012,5.599,0.095,0
13359,8.8,1.1104191433346664,-0.073,0.059000000000000004,0.898,0.038,0.002,0.16899999999999998,0.16899999999999998,0.312,0.012,22.000999999999998,0.083,0
13360,9.277999999999999,1.0874667901297708,-0.253,0.055999999999999994,0.903,0.028999999999999998,0.004,0.154,0.154,0.252,0.011000000000000001,7.572,0.086,0
13361,9.509,1.1013083411239455,0.09699999999999999,0.054000000000000006,0.905,0.03,0.016,0.165,0.165,0.263,0.017,1.9609999999999999,0.085,0
13362,8.993,1.1087820681590366,0.044000000000000004,0.055999999999999994,0.9,0.025,0.018000000000000002,0.138,0.138,0.217,0.017,1.3840000000000001,0.087,0
13363,9.087,1.101829721153197,0.092,0.06,0.9009999999999999,0.025,0.027000000000000003,0.132,0.132,0.218,0.012,0.9059999999999999,0.08900000000000001,0
13364,10.513,1.0945102135215388,0.099,0.055,0.9129999999999999,0.063,0.03,0.244,0.244,0.552,0.01,2.307,0.08,0
13365,9.088,1.0997066506058624,0.08800000000000001,0.055999999999999994,0.9009999999999999,0.039,0.031,0.195,0.195,0.317,-0.002,1.349,0.08199999999999999,0
13366,9.235,1.101446716228688,0.121,0.055,0.902,0.053,0.031,0.14800000000000002,0.14800000000000002,0.461,-0.005,1.7919999999999998,0.075,0
13367,8.713,1.1035028853940874,0.11699999999999999,0.053,0.897,0.102,0.03,0.441,0.441,0.556,-0.011000000000000001,3.5980000000000003,0.069,0
13368,7.651,1.1140825988084617,0.09,0.05,0.884,0.07200000000000001,0.027999999999999997,0.36,0.36,0.396,-0.009000000000000001,2.85,0.066,0
13369,6.635,1.145821818557573,0.098,0.055999999999999994,0.8690000000000001,0.052000000000000005,0.032,0.145,0.145,0.341,-0.011000000000000001,1.859,0.076,0
13370,6.6739999999999995,1.156570244703654,0.094,0.059000000000000004,0.87,0.077,0.026000000000000002,0.19,0.19,0.47600000000000003,-0.06,3.055,0.083,0
13371,6.744,1.1487834393293446,0.14400000000000002,0.051,0.871,0.027000000000000003,0.033,0.17,0.17,0.172,0.045,0.841,0.076,1
13373,8.923,1.10849595270883,0.138,0.085,0.899,0.001,0.025,0.015,0.015,0.015,0.059000000000000004,0.059000000000000004,0.11699999999999999,0
13375,7.7829999999999995,1.126826796760991,0.12,0.091,0.8859999999999999,0.046,0.034,0.08900000000000001,0.08900000000000001,0.369,-0.01,1.358,0.157,0
13376,8.248,1.1289831286227856,0.11699999999999999,0.084,0.892,0.046,0.035,0.198,0.198,0.342,0.078,1.46,0.142,0
13377,8.505,1.1207595316721708,0.09699999999999999,0.08800000000000001,0.895,0.046,0.032,0.18600000000000003,0.18600000000000003,0.353,0.022000000000000002,1.4580000000000002,0.14800000000000002,0
13378,8.917,1.1135616781357116,0.105,0.09,0.899,0.053,0.032,0.175,0.175,0.43200000000000005,-0.023,1.6680000000000001,0.14300000000000002,0
13379,9.157,1.1084512774281838,0.087,0.09,0.902,0.042,0.028999999999999998,0.162,0.162,0.36,0.015,1.456,0.14,0
13381,7.468999999999999,1.1269240908205251,0.057999999999999996,0.077,0.882,0.175,0.017,0.557,0.557,0.657,-0.07,9.939,0.125,0
13387,9.427999999999999,1.1088299582427765,0.152,0.1,0.904,0.06,0.035,0.17,0.17,0.518,0.006,1.7719999999999998,0.157,0
13388,9.652999999999999,1.0997675884455083,0.086,0.094,0.9059999999999999,0.063,0.03,0.253,0.253,0.499,0.005,2.291,0.135,0
13389,9.136000000000001,1.1079728980621606,0.115,0.083,0.9009999999999999,0.065,0.024,0.282,0.282,0.47100000000000003,0.013999999999999999,2.736,0.125,0
13390,9.407,1.1039482369128077,0.135,0.07200000000000001,0.904,0.087,0.027000000000000003,0.389,0.389,0.5539999999999999,0.005,3.425,0.113,0
13391,9.175,1.1072833489901364,0.11599999999999999,0.069,0.902,0.128,0.026000000000000002,0.51,0.51,0.636,0.08199999999999999,5.02,0.107,0
13392,9.031,1.1177501167266803,0.077,0.064,0.9,0.133,0.021,0.52,0.52,0.643,-0.027999999999999997,6.484,0.091,0
13393,9.693,1.105216306497392,0.113,0.071,0.9059999999999999,0.13,0.025,0.5379999999999999,0.5379999999999999,0.644,0.032,5.329,0.096,0
13394,8.424,1.1023385378637087,0.09699999999999999,0.073,0.894,0.114,0.026000000000000002,0.47600000000000003,0.47600000000000003,0.565,0.006999999999999999,5.114,0.10400000000000001,0
13395,7.807,1.1292080757224976,0.067,0.079,0.8859999999999999,0.099,0.021,0.414,0.414,0.51,0.011000000000000001,4.669,0.111,0
13396,8.385,1.1279432036680965,0.009000000000000001,0.069,0.893,0.149,0.011000000000000001,0.527,0.527,0.6609999999999999,0.018000000000000002,14.048,0.092,0
13397,11.978,1.0779940279997489,-0.8270000000000001,0.06,0.9229999999999999,0.162,-0.006999999999999999,0.594,0.594,0.855,0.004,-24.654,0.083,0
13398,27.729,1.0491073858039468,-2.213,0.054000000000000006,0.965,0.111,-0.038,0.7440000000000001,0.7440000000000001,0.82,-0.005,-2.9010000000000002,0.076,0
13400,19.215999999999998,1.0565832183160953,-0.682,0.040999999999999995,0.951,0.053,0.003,0.499,0.499,0.54,0.024,20.044,0.079,0
13401,23.134,1.0479489752182045,-0.109,0.047,0.9590000000000001,0.062,0.013000000000000001,0.5820000000000001,0.5820000000000001,0.628,-0.018000000000000002,4.736000000000001,0.086,0
13402,21.735,1.0421915385911793,0.096,0.045,0.956,0.07200000000000001,0.013000000000000001,0.603,0.603,0.645,-0.002,5.532,0.07400000000000001,0
13403,7.403,1.13697848401774,0.67,0.042,0.8809999999999999,0.066,0.015,0.33799999999999997,0.33799999999999997,0.36700000000000005,0.0,4.586,0.067,0
13404,7.504,1.1285352271673414,0.035,0.043,0.882,0.064,0.015,0.322,0.322,0.369,-0.0,4.187,0.068,0
13405,10.821,1.0877727030239501,0.11699999999999999,0.07,0.915,0.133,0.017,0.58,0.58,0.6609999999999999,-0.006999999999999999,8.222000000000001,0.11,0
13406,12.005,1.0924265167319662,0.10400000000000001,0.073,0.9229999999999999,0.182,0.017,0.677,0.677,0.764,-0.008,11.572000000000001,0.107,0
13407,11.362,1.0913545191360814,0.12,0.084,0.919,0.242,0.023,0.727,0.727,0.8170000000000001,-0.024,10.7,0.124,0
13408,10.874,1.0938630694016225,0.1,0.079,0.9159999999999999,0.225,0.024,0.583,0.583,1.114,-0.09699999999999999,9.288,0.124,0
13410,18.102999999999998,1.0511197384764905,0.187,0.105,0.948,0.126,0.023,0.657,0.657,0.826,0.034,5.952999999999999,0.162,0
13411,19.391,1.053685052912767,0.19399999999999998,0.096,0.951,0.231,0.024,0.7879999999999999,0.7879999999999999,1.0,-0.044000000000000004,9.991,0.152,0
13412,15.055,1.0470966325036604,0.254,0.094,0.938,0.192,0.033,0.7090000000000001,0.7090000000000001,0.897,0.006999999999999999,6.186,0.153,0
13413,13.594000000000001,1.0735617955970367,0.255,0.095,0.9309999999999999,0.217,0.034,0.627,0.627,1.1840000000000002,-0.044000000000000004,6.981,0.14800000000000002,0
13415,3.53,1.2974686825053994,0.062,0.081,0.779,0.10400000000000001,0.031,0.321,0.321,0.321,-0.087,3.497,0.109,0
13416,4.177,1.2433135966982722,0.052000000000000005,0.08,0.807,0.222,0.03,0.49700000000000005,0.49700000000000005,0.5770000000000001,-0.121,7.822,0.09699999999999999,0
13418,4.796,1.2128295774867235,0.059000000000000004,0.075,0.8270000000000001,0.059000000000000004,0.022000000000000002,0.184,0.184,0.27899999999999997,-0.035,2.645,0.096,0
13419,5.254,1.2102974555011348,0.09699999999999999,0.147,0.84,0.086,0.06,0.32299999999999995,0.32299999999999995,0.365,0.019,1.496,0.284,0
13420,6.808,1.1568611542862999,0.096,0.091,0.872,0.147,0.034,0.495,0.495,0.578,-0.07400000000000001,4.658,0.198,0
13421,8.642000000000001,1.1213234930565397,0.099,0.08800000000000001,0.8959999999999999,0.254,0.031,0.67,0.67,0.809,-0.132,8.761000000000001,0.174,0
13422,9.001,1.1094557599649584,0.10300000000000001,0.08900000000000001,0.9,0.268,0.027000000000000003,0.684,0.684,0.848,0.002,10.374,0.16,0
13425,8.843,1.126477291759206,0.066,0.076,0.898,0.049,0.021,0.29,0.29,0.34,-0.05,2.487,0.10300000000000001,0
13426,12.138,1.0978762058561047,0.084,0.07200000000000001,0.924,0.038,0.021,0.252,0.252,0.37200000000000005,0.087,2.0,0.10800000000000001,0
13427,13.532,1.0646418518591423,0.14,0.071,0.9309999999999999,0.1,0.019,0.568,0.568,0.625,0.005,5.89,0.124,0
13428,9.149,1.109298054737009,0.10300000000000001,0.076,0.9009999999999999,0.07200000000000001,0.019,0.413,0.413,0.42700000000000005,-0.004,4.37,0.135,0
13429,4.629,1.2194243274744283,0.059000000000000004,0.073,0.8220000000000001,0.11900000000000001,0.023,0.395,0.395,0.406,0.012,5.38,0.133,0
13430,5.224,1.2054555395709246,0.049,0.076,0.8390000000000001,0.156,0.022000000000000002,0.46799999999999997,0.46799999999999997,0.518,-0.065,7.1129999999999995,0.128,0
13431,5.855,1.1737059699724097,0.069,0.076,0.8540000000000001,0.195,0.02,0.545,0.545,0.609,-0.004,9.716000000000001,0.12300000000000001,0
13432,8.259,1.1392146166282935,0.04,0.069,0.892,0.23,0.013999999999999999,0.6659999999999999,0.6659999999999999,0.713,0.013000000000000001,17.284000000000002,0.10800000000000001,0
13433,9.148,1.1092998708107307,0.10099999999999999,0.076,0.9009999999999999,0.28300000000000003,0.022000000000000002,0.738,0.738,0.753,0.073,12.787,0.11599999999999999,0
13434,10.088,1.101729207438712,0.10400000000000001,0.077,0.91,0.32899999999999996,0.021,0.774,0.774,0.8240000000000001,-0.07200000000000001,15.697000000000001,0.111,0
13435,9.381,1.1025978225719522,0.096,0.08,0.904,0.312,0.02,0.7559999999999999,0.7559999999999999,0.789,0.05,15.499,0.113,0
13436,8.696,1.1107920805805398,0.064,0.068,0.897,0.303,0.018000000000000002,0.7440000000000001,0.745,0.753,0.069,16.774,0.10300000000000001,0
13437,9.045,1.1142867502972598,0.1,0.069,0.9009999999999999,0.292,0.025,0.731,0.732,0.7879999999999999,-0.064,11.95,0.09,0
