Unnamed: 0,leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label,edge_GOLEM__leverage_ratio__asset_liabilities,edge_GOLEM__leverage_ratio__asset_turnover,edge_GOLEM__leverage_ratio__totaldebt_invcap,edge_GOLEM__roe__totaldebt_invcap,edge_GOLEM__debt_ratio__leverage_ratio,edge_GOLEM__debt_ratio__asset_liabilities,edge_GOLEM__debt_ratio__rect_turn,edge_GOLEM__debt_ratio2__roa,edge_GOLEM__debt_ratio2__capitalization_ratio,edge_GOLEM__debt_ratio2__totaldebt_invcap,edge_GOLEM__debt_ratio2__debt_ebitda,edge_GOLEM__debt_ratio2__rect_turn,edge_GOLEM__roa__roe,edge_GOLEM__roa__asset_turnover,edge_GOLEM__roa__debt_ratio,edge_GOLEM__roa__capitalization_ratio,edge_GOLEM__roa__totaldebt_invcap,edge_GOLEM__roa__rect_turn,edge_GOLEM__capitalization_ratio__debt_ratio,edge_GOLEM__capitalization_ratio__longtermdebt_invcap,edge_GOLEM__capitalization_ratio__totaldebt_invcap,edge_GOLEM__longtermdebt_invcap__totaldebt_invcap,edge_GOLEM__rect_turn__leverage_ratio,edge_GOLEM__rect_turn__asset_liabilities,edge_GOLEM__rect_turn__roe,edge_GOLEM__rect_turn__asset_turnover
5743,-0.0929305234409702,-0.2436158599297635,0.5336828845535468,-0.9628302346028724,0.2262445224543627,-0.7250058168318139,0.1949035393758377,-1.3027399911665751,-1.1649118153958673,-0.3817539558804401,0.1461478040768601,-0.3019039538088742,-0.2217551159414039,0,0.005074093375369314,0.017650445218513448,0.013386883848374026,-0.022117788075779854,-0.016588285141548066,0.05780105178539067,0.014064087990479082,-0.016026334215698754,0.6483938067123599,0.21910629210840885,0.06580461237738541,0.025530339379747444,0.05668768464697596,-0.08752893306664943,-0.009249280684388881,0.035429092774899584,0.013234512961763154,-0.010782316652549143,-0.0333922290849286,1.4075741030370643,-0.407567403094053,0.16679435161184533,0.004770677354938455,0.006508499303296293,0.015565674000817157,0.053309818216582455
13425,-0.4794276382369745,0.1946392613131703,-0.1319233002591399,0.0183143008348585,-0.139017134098653,-0.8071305619197393,-0.1459746260400885,-0.3945239137126543,-0.3896784411259684,-0.7846307660990964,-1.1093035720930804,-0.2899322771905386,-0.109998104866163,0,-0.020914526068623197,-0.0017320521833198194,0.14194691747659557,0.011237293185494313,0.052584340696323686,0.028375981228555412,-0.004286604223140247,0.013362697650768508,0.21860331654848383,0.5013475970556734,0.07035361248640258,0.014098419993622912,0.010495052050919407,-0.0012469524833765423,-0.004256531603142726,-0.008035876703282848,-0.020372644003825977,0.0040057263975558,0.006213713947701331,0.14259364952980327,-0.2536861846389513,0.11467703497923204,0.012208330679531183,-0.0025793917530625684,-0.0019086122979316217,-0.0005029900347102399
16360,0.0809486508998585,-0.2835201694635891,0.2466783828453241,-0.4582416163777524,0.3403887901271801,-0.7797556468904305,0.0585522732094673,-0.1901752962855219,-0.2152509319152409,-0.6528346348751495,-0.6033754055768357,-0.3104647058041086,-0.1121472781560715,0,-0.005143847542867871,-0.007317314223881856,-0.019941157696471614,-0.01748272599912253,0.02173951743531095,0.10120717868966199,0.010700987096415733,-0.005178157640549476,0.10180104868134171,0.40298745607370756,0.0727807971576935,0.013886369440057325,0.00787155567350108,-0.012514701007791123,-0.004180509066130136,0.0015537474279172798,0.006799103297032526,-0.0016381407220200828,-0.007333966862247397,0.03796816554547768,-0.10174555367952175,0.05270513990806069,-0.002101582131901282,0.0038306665889496793,0.0036385708670606336,0.0128311948502468
20638,-1.2849268095111352,1.5325200212274113,-0.4128213232076132,-0.5984051214402849,-1.485919492637896,1.492362300542199,-0.964082223038312,1.2493471864789425,1.0134939663025493,-0.3173535735778295,0.0337193226288057,1.804442322268567,-0.1680257836936919,0,-0.4413458637666389,0.15167753223426095,0.1538719116962848,0.014222645521867252,1.5063944457625447,2.3881057057436297,-0.069989205436394,-0.16317789369159857,1.2799618763229756,-0.3749276545019134,0.8095866121932214,-0.0398191191211442,0.21690117995431563,0.2690862869716977,-0.30048272877530446,0.1680659669663613,-0.05442045389173035,0.0404118481822974,-0.21032360427494026,1.1744236361685012,0.32492616677143776,-0.12063388202324822,0.049980700064302094,-0.031022996441802026,-0.009123239141727758,0.025104701721694773
19911,-0.9531982950836893,0.418371294734186,-0.1746686515773858,-1.0749610386528958,-0.7782250330664305,-0.8527554203019206,-0.2823258922064592,-1.039357328704938,-0.9400941368575968,-0.8625102981859742,-0.003756837853879,-0.3004994554346561,-0.2110092494918617,0,-0.08937985570768398,0.20212663338001466,0.3102309421965241,0.01635513480639199,0.5852662606380516,0.3414437637768289,-0.04603270998614537,0.02730537695185547,0.608455740712478,0.5822621907694967,0.0770396358741383,0.028573762490414434,0.026875180825796204,0.1415551331016014,-0.04608568697185529,-0.04094474328607016,-0.043313142091927714,0.01486178281254109,0.0916388587268115,0.9062681123544802,-0.7346615703274668,0.30411677501467677,0.046562121984047064,-0.01063567427522836,-0.004847607715597575,0.05663410620019948
1676,-0.2196107413666192,-0.1407244803469516,0.2466783828453241,0.186510506909895,0.1121002547815453,0.1418664924296321,0.6039573378749497,0.9314715593700704,3.1608904130301694,0.898765273624955,0.1648858843182025,-0.1336985532775106,-0.0799096788074446,0,0.006926562301927889,-0.008079871283085002,-0.0744796158016783,0.024068678616165122,-0.019423398162586286,0.01654353683081554,0.002511110582320936,0.009717601194762072,0.09071707776753452,0.10093828636133868,-0.0057023330965727086,-0.001800199618545002,0.08119383840990621,0.0525402039163856,-0.014201133876367884,-0.07849796928610965,-0.09655110260680369,-0.012039940908861459,0.011830028511805495,2.730860469691954,-0.686078853979022,1.0655172039119898,0.0040625711274193425,0.001354785984233123,0.0025926356313374266,-0.0037212300706287965
10263,-0.8022506891898582,0.3100388527291767,0.2100395102868276,-0.9908629356153762,-0.5271076441862348,-0.1683825445692008,0.1949035393758377,-0.5897903703652472,-0.5563536165939966,-0.1630921927134369,0.3522666867316247,-0.1492817971438357,-0.163727437113875,0,-0.0557469014510119,0.15680909344924604,0.04937201318999375,-0.003718853243045267,0.33363718519863045,0.1713829227500005,-0.024192493426012113,-0.0037221148750890796,0.06817644748286998,0.02174002565628058,0.0075570094712091,0.004377840967544,0.022310352958958904,-0.09007732874682131,0.02154910315209471,0.016039837489521643,0.0056540232397862804,-0.007960858373786526,0.035221397559675384,0.3043470282594416,-0.078829541410627,0.034032106400031674,0.03040742030293293,-0.006115602383516176,0.004523071660015748,0.04050595551325066
6093,-0.3828033595379736,-0.0394888586877118,0.0146321899748461,-1.0188956366278827,-0.0248728664258355,-0.8527554203019206,-0.0777989929569034,-1.0121108463813202,-0.9168371356294996,-0.721728067105849,0.1274097238355177,-0.3195605047990452,-0.1981142097524106,0,0.0033880111869424826,0.07694014576210584,0.10425260151455615,-0.0011464570711779126,0.007512190859286107,-0.001030036296883533,-0.0013813423204734692,0.007524392511649325,0.5925052315601702,0.4872231280910168,0.08192635455483431,0.026827584047019976,-0.0006203960510022871,0.03697310015713903,-0.00040589151514818005,-0.010987138903317685,-0.009987395815906044,0.003845105941628188,0.002852091860320211,0.8606780896563233,-0.5986318571075621,0.2481821448973616,0.01755655824302006,0.0009425227999224577,0.0003812729241488183,0.050399840625416685
432,1.2001427730654768,-0.6329140815891391,-0.5471638559221005,0.6350337231100022,0.8654524214221377,0.0323668323123969,-0.009623359873718,-0.8531730328268846,-0.7811712951322678,1.6790582778030965,0.1461478040768601,-0.041001660579113,0.029698158977888,0,-0.1702441454482129,0.15034094124555328,0.7603897434403926,-0.09973740007870165,0.8194852608904812,0.5744339044131037,-0.007204976666178129,-3.532644238889457e-05,-0.018957319924228805,0.0430225135797153,-0.0003989768411242676,0.00015264099019542246,0.0028696560509246824,-0.002850399316394579,0.0017469484270842355,-0.001145635353655803,0.0028740689896709433,-7.129760851905274e-05,-0.08365461593853701,0.6181642265845283,1.173980925993559,-0.49194527047454684,0.008251073515225716,-0.002264518862175367,0.0021372628496820123,0.004708798982270603
9978,-1.0582827640835246,-0.487884251451493,-0.6876128673963372,-0.7946340285278305,-0.9608558613429384,-0.8801303353312303,-0.5550284245392003,-1.6296977790499865,-1.4439958301330311,-0.8520265150204333,0.1086716435941753,-0.2618423097061757,-0.2045617296221361,0,0.11572122859210493,0.16588856242804315,0.3402455069841366,0.06360217635758748,0.8022782193322177,-0.49161729483837235,-0.055098843637943165,0.055403243891793505,0.9846767542525702,0.5936492351278486,0.06928398465028111,0.02858991250300705,0.20799118938453065,0.2057143431728736,-0.11186227012723023,-0.12621322366422424,-0.08411491822419445,0.028324243574479824,0.1774086985552964,2.1826971698811177,-1.1379373041672585,0.46144908848078714,0.05011573736861945,0.012023830437903867,-0.018500326365251632,0.04058591862199053
