leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
1.021365594,-0.570357626,-0.895233145,0.943393434,0.819794714,-0.378256893,-0.827730957,-0.321866628,-0.327659771,0.358101599,0.071195483,0.118576107,-0.004688614,0
0.374161036,-0.240416108,0.319956128,-0.037751101,0.317559937,-0.661131015,-0.077798993,-1.647862101,-1.459500498,0.042090421,0.839456773,-0.24351695,-0.036926213,0
0.4195789,-0.336408304,0.381020916,0.018314301,0.500190765,-0.405631808,-0.214150259,-0.794138988,-0.730781126,0.248770717,-0.322304202,-0.147342252,-0.00898696,0
0.35301056,-0.390142617,0.295530213,-0.037751101,0.500190765,-0.341757006,-0.145974626,-0.199257457,-0.223003266,0.058564937,-0.434732683,-0.130755795,-0.00898696,0
0.382175953,-0.412725529,0.313849649,-0.065783802,0.523019618,-0.478631582,-0.214150259,-0.312784467,-0.319907437,-0.089705711,0.202362045,-0.167005229,-0.039075386,0
0.505071349,-0.424080039,0.411553309,0.130445105,0.591506179,-0.19575746,-0.145974626,-0.412688235,-0.405183109,0.479413947,0.445957088,-0.083136612,-0.032627866,0
0.53958002,-0.440440056,0.387127394,0.438804816,0.614335033,-0.14100763,-0.145974626,-0.512592004,-0.49045878,0.636670694,-0.19113764,-0.054645359,-0.00898696,0
0.537353654,-0.454403161,0.399340352,0.747164527,0.614335033,-0.122757686,-0.282325892,-0.626119013,-0.587362952,0.743006209,0.127409724,-0.0195329,0.055488238,0
0.318056616,-0.379254214,0.356595001,1.223720444,0.500190765,-0.068007856,-0.214150259,-0.771433586,-0.711400291,0.784941342,-0.584637325,-0.007093057,0.130709304,0
0.260839013,-0.349687323,0.332169085,1.363883949,0.454533058,-0.013258026,-0.077798993,-0.871337354,-0.796675963,0.886783807,1.176742217,-0.024482084,0.15435021,0
0.346776736,-0.354788539,0.319956128,0.999458836,0.500190765,0.004991917,-0.077798993,-0.526215245,-0.215250932,1.366042466,-0.378518443,-0.029230627,0.109217571,0
0.643328669,-0.403282484,0.338275564,0.999458836,0.65999274,0.260491124,-0.214150259,-1.393561599,-1.242435153,2.152326204,-0.865708529,0.130347141,0.089875011,0
0.681622162,-0.533783977,0.435979224,0.887328032,0.682821593,0.014116889,-0.145974626,-1.012110846,-0.916837136,1.354061,-0.378518443,0.009694043,0.023250639,0
0.46388358,-0.466398914,0.527576406,0.663066424,0.568677325,0.269616096,0.194903539,-1.066603811,-0.963351138,1.722491094,-1.277946294,-0.009968935,-0.00253944,0
0.563179498,-0.4809025,0.478724576,0.522902919,0.614335033,0.032366832,0.194903539,-1.039357329,-0.940094137,1.3271027,-0.303566122,-0.080795781,-0.011136134,0
0.811641929,-0.489840863,0.271104298,0.607001022,0.7284793,0.032366832,-0.145974626,-0.762351425,-0.703647958,1.315121234,-0.266089961,0.002537789,-0.004688614,0
0.641770213,-0.490221705,0.393233873,0.887328032,0.65999274,-0.022382998,-0.00962336,-0.844090872,-0.773418961,1.135399237,0.183623965,-0.065078776,0.023250639,0
