SET,DAG,MODEL,K_EDGE,N_FEAT,FEATURE_KEY,AUROC,AUPRC,F1,Brier,ECE
OF,GES,Logit,33,46,45302385731be391,0.919954259576901,0.24701729326853644,0.345679012345679,0.01974184134022345,0.010325989475974493
OF,GES,FFMLP,33,46,45302385731be391,0.8872484095794342,0.2441781412515827,0.36024844720496896,0.019393873285884808,0.005979437944977886
OF,GES,XGBoost,34,47,084da68000a6f7f1,0.9404759319973077,0.47562431016282214,0.4536082474226804,0.015861697645253123,0.011890867246660646
OF,GES,RF,34,47,084da68000a6f7f1,0.9369422671906551,0.4342110630115633,0.39344262295081966,0.015920118535085268,0.0035023762929829445
OF,GES,LightGBM,34,47,084da68000a6f7f1,0.9342517604996706,0.48908666308315824,0.4625,0.016759566498078186,0.01674904968002339
OF,GES,Logit,34,47,084da68000a6f7f1,0.9200157775510055,0.24839205932773142,0.29577464788732394,0.01971141870767275,0.01026558114055876
OF,GES,FFMLP,34,47,084da68000a6f7f1,0.8779664328983651,0.27957958581885795,0.3783783783783784,0.019235819064793592,0.007607339419734889
OF,GES,XGBoost,35,48,7cbbb70fa5e09b6e,0.9428606581699488,0.46814429201726165,0.4195121951219512,0.015952998082353155,0.011816223277086807
OF,GES,RF,35,48,7cbbb70fa5e09b6e,0.9344399331263433,0.42872633560297024,0.4370860927152318,0.015927043891529213,0.004918646910819122
OF,GES,LightGBM,35,48,7cbbb70fa5e09b6e,0.930376128131084,0.48156566307274173,0.4806201550387597,0.016593664000726736,0.016382830423151182
OF,GES,Logit,35,48,7cbbb70fa5e09b6e,0.9203342235346058,0.24839454895253277,0.28368794326241137,0.019709046990634582,0.010471389886877335
OF,GES,FFMLP,35,48,7cbbb70fa5e09b6e,0.8869625319350659,0.24973101952224888,0.38666666666666666,0.019439654248283086,0.008410519430023817
OF,GOLEM,XGBoost,1,14,1764f1430f80689c,0.9349537891453344,0.45236013189681856,0.43023255813953487,0.016243996497565007,0.010874015897739469
OF,GOLEM,RF,1,14,1764f1430f80689c,0.92720614311252,0.4281347657681119,0.41379310344827586,0.016092219178082193,0.0036852110707296616
OF,GOLEM,Logit,1,14,1764f1430f80689c,0.9235331581880424,0.25700742421075223,0.3522727272727273,0.018946290106965285,0.01137785952611382
OF,GOLEM,LightGBM,1,14,1764f1430f80689c,0.9195453459843238,0.4382346120188729,0.48,0.016653390933665517,0.016338745120977383
OF,GOLEM,FFMLP,1,14,1764f1430f80689c,0.8798734900956062,0.2896799901113284,0.352,0.019516763757720008,0.008484624753226304
OF,GOLEM,XGBoost,2,15,a6c4d708f5adb6d5,0.9347547604055845,0.4510558908683423,0.40414507772020725,0.01620447454261044,0.011392200343336349
OF,GOLEM,LightGBM,2,15,a6c4d708f5adb6d5,0.9300576821474839,0.44409971953331223,0.4539877300613497,0.016306275733115272,0.016386767816199452
OF,GOLEM,RF,2,15,a6c4d708f5adb6d5,0.9273617473999608,0.41829450597956774,0.4,0.016239308918087784,0.003818842605535364
OF,GOLEM,Logit,2,15,a6c4d708f5adb6d5,0.9233703164918832,0.2560292046624611,0.3522727272727273,0.01897476829837471,0.011322511836050101
OF,GOLEM,FFMLP,2,15,a6c4d708f5adb6d5,0.8540504157891309,0.24782311901719198,0.3,0.020065444528058966,0.007812380454840692
OF,GOLEM,XGBoost,3,16,72486b97342b5a81,0.9371865297348937,0.443048194319597,0.4370860927152318,0.016449737697655592,0.012284389673647601
OF,GOLEM,RF,3,16,72486b97342b5a81,0.9296216282722134,0.43634111903189077,0.4017857142857143,0.016003028235951913,0.004423818842605535
OF,GOLEM,LightGBM,3,16,72486b97342b5a81,0.9262761360922336,0.4279250253587399,0.4748201438848921,0.016456661254511458,0.015947109218770752
OF,GOLEM,Logit,3,16,72486b97342b5a81,0.9227044748898104,0.2549138879117835,0.3270440251572327,0.019161067776412497,0.01253824013219735
OF,GOLEM,FFMLP,3,16,72486b97342b5a81,0.8700414703519551,0.2478843687811342,0.323943661971831,0.02026323514474236,0.009896723018750353
