leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label,edge_PC__leverage_ratio__asset_turnover,edge_PC__leverage_ratio__capitalization_ratio,edge_PC__asset_liabilities__debt_ratio,edge_PC__asset_liabilities__cash_debt,edge_PC__asset_liabilities__rect_turn,edge_PC__asset_turnover__roe,edge_PC__asset_turnover__roa,edge_PC__asset_turnover__rect_turn,edge_PC__debt_ratio__leverage_ratio,edge_PC__debt_ratio__rect_turn,edge_PC__debt_ratio2__roa,edge_PC__debt_ratio2__capitalization_ratio,edge_PC__debt_ratio2__longtermdebt_invcap,edge_PC__debt_ratio2__totaldebt_invcap,edge_PC__debt_ratio2__cash_debt,edge_PC__debt_ratio2__debt_ebitda,edge_PC__debt_ratio2__rect_turn,edge_PC__roa__roe,edge_PC__roa__debt_ebitda,edge_PC__roa__rect_turn,edge_PC__longtermdebt_invcap__capitalization_ratio,edge_PC__longtermdebt_invcap__totaldebt_invcap,edge_PC__totaldebt_invcap__leverage_ratio,edge_PC__totaldebt_invcap__cash_debt
0.8764291757651368,-0.5081966833639936,0.1184423288905863,0.1584778058973912,0.7513081537493229,-0.8618803919783569,-0.3505015252896445,-0.603413611527056,-0.5679821172080451,-0.5255315535792914,-0.5471611648528085,-0.2945470575629696,-0.0003902670808306,0,0.02198988421290311,-0.00965575358839862,0.3500357530736926,0.033901183229795476,0.0001536790845556457,-0.002443251350344515,-0.02735895028422773,-1.674193689599309e-05,0.4079996452554361,-0.00010551690188346793,0.014029037649602243,0.10962204008837716,0.2899998437390409,0.25709198841921466,-0.045878087886853186,0.08718376043227444,3.80565739402801e-05,-0.022740327385680298,-0.012654046837950746,1.5542589987423606e-05,0.26557156979356095,-0.030241504753974437,-0.1319013207891761,-0.01806192920892131
0.8321244949791897,-0.4976390147675295,0.1795071164880798,0.2706086099474174,0.7284793002147594,-0.8801303353312303,-0.2141502591232738,-0.6669887369488303,-0.622248453406938,-0.547996803219737,-0.2848280414740149,-0.3162833419258695,0.0103555993687117,0,0.03565066071541923,-0.010133536865529013,0.332348799831473,0.017280843204105795,-0.003993104542100287,-0.006322896029663493,-0.028543109448385395,0.0007585639189533216,0.37560414731731084,0.0027147789015167525,0.008752992618920374,0.1237374800872858,0.32443441529226474,0.2737585935651425,-0.024387808529377022,0.09559985137340758,-0.0010312002226296334,-0.02105717649618832,-0.008301943244019271,-0.0002519796120286512,0.32159859447287203,-0.03454711524971206,-0.13058697222667068,-0.009804170204993273
0.9568009836230618,-0.5271108637263973,0.3016366916830683,0.2706086099474174,0.7969658608184473,-0.8071305619197393,-0.1459746260400885,-0.2719147432563749,-0.2850219355995319,-0.4820987376077633,0.5021713286623657,-0.2873908039419534,-0.0046886136606476,0,0.0409921681733191,-0.004750164109333568,0.38512717383675643,-0.03227168522013797,0.001914994073120949,-0.010624745567512655,-0.019456290853007673,-0.00034344831489182913,0.4724830010266525,-0.0013447023873732196,0.005471572164162324,0.04626071329959244,0.13628189956039002,0.22086277901955642,0.03943108689972397,0.07966188294247195,0.00042816287549721845,-0.02411911690660713,-0.005142035556261698,7.776664771545315e-05,0.060054126809304595,-0.01392144183771386,-0.13209644455009042,0.015206805143547825
0.5912317079922788,-0.4489273660179958,0.4848310544755509,0.6070010220974928,0.6371638860765054,-0.6155061567145776,0.1267279062926526,-0.476263360683507,-0.3586691061551724,-0.0672404609142025,-0.5471611648528085,-0.2584982659580372,0.0189522925283456,0,0.05681785132417671,-0.005141136498831983,0.2622344290078761,0.029947399088680937,-0.006592632237994977,-0.03830651220076236,0.03788809331685941,0.003114056617623424,0.23341766839819494,0.004345651675761978,-0.0036223935278813886,0.061789595283407384,0.130780343283235,0.023491233900997114,-0.03276353170981494,0.054641667418602026,-0.0013198206534782778,0.03365600408761406,0.00401526978494702,0.00027290127785349665,0.13236493738177954,-0.0024434001160716853,-0.011384708632585403,-0.0023109791157845776
0.532900922233896,-0.4515082535190726,0.3871273943195608,0.8592953312100541,0.5915061790073785,-0.6063811850381415,-0.009623359873718,-0.603413611527056,-0.4904587797810551,-0.044775211273757,1.0080994951786104,-0.2442526395909675,0.0683832781962406,0,0.07249809421308746,-0.005871050547385894,0.24484286727381896,-0.055492827699727666,-0.02392415615887084,-0.043300121604203684,-0.004072960959176404,0.015906246170526644,0.1953127587485793,0.014556307161517729,0.0002709963318074331,0.07712525217392116,0.17618313431693652,0.015410832750145147,0.05946920842085685,0.050864981542431076,-0.004691550566114704,-0.0020407062458686364,-0.00028810502255421114,-7.477358471879841e-05,0.22932395953899282,-0.0022248979457017634,-0.006833097800180238,0.002835248403909566
0.3970926042468204,-0.406264252358135,0.6619189385082848,1.391916650447678,0.523019618403688,-0.5333814116266513,0.4676060717085789,-0.5171330841689334,-0.2152509319152409,0.2442776674333085,0.2211001250422297,-0.2667914944534206,0.1350076501834034,0,0.08750697976720163,-0.003749284243727286,0.19480005129266348,-0.010951292093718226,-0.042499909657825435,-0.11992529530706017,0.3205785349739502,0.050868266664251836,0.1286869876372415,0.02541080170153711,-0.01158267808135748,0.05814012706972036,0.06801410976069917,-0.07395446280547341,0.011472812809515958,0.04887016037877938,-0.008147362177200367,0.1695449314902551,0.015291037671143606,0.007173152738972366,0.08625398707503067,0.005327196820415889,0.02777851875472534,-0.0033925231987483205
0.3211735281261769,-0.3680944661673094,0.4787245757158022,1.5040474544977045,0.5001907648691245,-0.5060064965973434,-0.009623359873718,-0.4490168783598893,-0.1338514276169016,0.2337938842677674,0.0711954831114905,-0.2104777977347692,0.1178142638641355,0,0.07647842716192024,-0.002633035132231593,0.16879416706737954,-0.003195063502728716,-0.03360300998034385,-0.0937216706025387,-0.007129011808188588,0.047966137036855386,0.09954060323635955,0.021206820097939113,0.00022613812537733207,0.047891069532448,0.04012316663708118,-0.06714783045359565,0.003504705879897772,0.036576007000016425,-0.006744887875165502,-0.0025235523139125154,-0.00024826634735692266,-0.00012882381588737738,0.04657120656170775,0.0031704878408822827,0.0215033641734953,-0.001045527983994284
0.4115639823929845,-0.3851574641190375,0.4237662668780573,1.0835569393101063,0.5458484719382515,-0.5790062700088328,-0.0777989929569034,-0.1674698943491739,0.2847745944888436,0.08702091995019,-0.1349233995432757,-0.2271311356004986,0.0662341049063321,0,0.0706035868548291,-0.001258427940840401,0.19274046168552136,0.0063356818143359556,-0.01976701121848516,-0.059768296765686256,-0.041520902176474986,0.019427134201612076,0.13919842347561076,0.013010553702762268,0.0020919351155892964,0.020438818641689515,-0.09767886619959852,-0.02859892329021387,-0.007599999871562154,0.04516415061447341,-0.0043389605948391035,-0.018059271218037087,-0.002165885453453561,-0.0005855004124803531,-0.036954710493295295,-0.0025107001598585815,0.010256390604987472,0.0007374982921707263
0.4351634606005746,-0.3732665016463953,0.405446830598809,1.2517531453851454,0.5458484719382515,-0.5972562133617052,-0.0777989929569034,-0.1447644924128261,0.3235362632023388,0.0645556703097444,0.2960524460075994,-0.2310102263483392,0.070532451486149,0,0.0862400062681782,-0.00115018769952898,0.18678998737210148,-0.013472724668914604,-0.0203999458093687,-0.06606103302849232,-0.047966025607960164,0.023899180046992978,0.14718019618138378,0.01385489015282647,0.002157871702695351,0.018224620999066906,-0.11447212443399414,-0.02188455990454659,0.017201739763786264,0.047383353068730746,-0.004766179814602206,-0.01727856804700414,-0.0022028758299651808,-0.0006234972073192868,-0.03629249560755315,-0.0021160566881184705,0.008044894216124547,-0.0012004750052478665
0.5052939854627523,-0.4432820456404494,-0.0036872463044021,1.111589640322613,0.5915061790073785,-0.6611310150967591,-0.6232040576223925,-0.3354898686781494,-0.3392882717984248,-0.3203489401965556,0.2398382052835721,-0.1453358255210324,0.0576374117466982,0,0.08892549385092877,-0.0030951220808548723,0.2403819780030373,-0.012961828516973185,-0.01979728476663878,0.0005335061118961572,-0.34120534918692613,0.01734300270232876,0.18519457963422029,0.012268903912037561,0.01913413226285372,0.0467522716845809,0.1328839349956422,0.12021359055147804,0.015425844178101868,0.032998494106307064,-0.004311344922583326,0.001258729132302683,-0.011101656636502803,-0.0040813731295043275,0.08820233310217608,-0.011011895391823213,-0.046355464956690184,0.004826049041744571
0.587224249428726,-0.4418517924205538,-0.284585269252876,0.8592953312100541,0.6371638860765054,-0.6976309018025041,-0.6232040576223925,-0.362736351001767,-0.3625452730265219,-0.3577910229306315,0.4084809274556537,-0.1602502606377298,0.0468915452971558,0,0.07988846928774457,-0.003889101756561849,0.2581013350094272,-0.022004736334951078,-0.01605432995869504,0.03183080543053149,-0.263762950737044,0.010907176176499323,0.2318355278914157,0.010751961647641467,0.02019049423023879,0.05333994535898222,0.14983182097798362,0.14167652477509896,0.027723019865790007,0.03839355811947863,-0.0037011869508919537,0.09714994319884036,-0.012240914193952138,-0.003320445647660612,0.10190257132082979,-0.01314200490056896,-0.06016818934804758,0.009180182118921515
