GROUP,FEATURE_TYPE,FEATURE_NAME,ALG,U,V,U_COL,V_COL,WEIGHT,EXPR
NOTEARS,edge,edge_NOTEARS__capitalization_ratio__debt_ratio,NOTEARS,capitalization_ratio,debt_ratio,capitalization_ratio,debt_ratio,0.7184078665538618,0.7184078665538618 * capitalization_ratio * debt_ratio
NOTEARS,edge,edge_NOTEARS__capitalization_ratio__roa,NOTEARS,capitalization_ratio,roa,capitalization_ratio,roa,-0.46589696610519643,-0.46589696610519643 * capitalization_ratio * roa
NOTEARS,edge,edge_NOTEARS__capitalization_ratio__longtermdebt_invcap,NOTEARS,capitalization_ratio,longtermdebt_invcap,capitalization_ratio,longtermdebt_invcap,0.9078680235573486,0.9078680235573486 * capitalization_ratio * longtermdebt_invcap
NOTEARS,edge,edge_NOTEARS__capitalization_ratio__totaldebt_invcap,NOTEARS,capitalization_ratio,totaldebt_invcap,capitalization_ratio,totaldebt_invcap,-0.8238271083377011,-0.8238271083377011 * capitalization_ratio * totaldebt_invcap
NOTEARS,edge,edge_NOTEARS__longtermdebt_invcap__totaldebt_invcap,NOTEARS,longtermdebt_invcap,totaldebt_invcap,longtermdebt_invcap,totaldebt_invcap,0.5180634316113449,0.5180634316113449 * longtermdebt_invcap * totaldebt_invcap
NOTEARS,edge,edge_NOTEARS__totaldebt_invcap__leverage_ratio,NOTEARS,totaldebt_invcap,leverage_ratio,totaldebt_invcap,leverage_ratio,0.3734174844013288,0.3734174844013288 * totaldebt_invcap * leverage_ratio
NOTEARS,edge,edge_NOTEARS__totaldebt_invcap__debt_ratio,NOTEARS,totaldebt_invcap,debt_ratio,totaldebt_invcap,debt_ratio,0.6461769376087184,0.6461769376087184 * totaldebt_invcap * debt_ratio
NOTEARS,edge,edge_NOTEARS__debt_ebitda__debt_ratio2,NOTEARS,debt_ebitda,debt_ratio2,debt_ebitda,debt_ratio2,0.3204634198782742,0.3204634198782742 * debt_ebitda * debt_ratio2
PC,edge,edge_PC__leverage_ratio__asset_turnover,PC,leverage_ratio,asset_turnover,leverage_ratio,asset_turnover,0.1583206871905965,0.1583206871905965 * leverage_ratio * asset_turnover
PC,edge,edge_PC__leverage_ratio__capitalization_ratio,PC,leverage_ratio,capitalization_ratio,leverage_ratio,capitalization_ratio,0.01825804382505275,0.01825804382505275 * leverage_ratio * capitalization_ratio
PC,edge,edge_PC__asset_liabilities__debt_ratio,PC,asset_liabilities,debt_ratio,asset_liabilities,debt_ratio,-0.9167743997353748,-0.9167743997353748 * asset_liabilities * debt_ratio
PC,edge,edge_PC__asset_liabilities__cash_debt,PC,asset_liabilities,cash_debt,asset_liabilities,cash_debt,0.12191798170304605,0.12191798170304605 * asset_liabilities * cash_debt
PC,edge,edge_PC__asset_liabilities__rect_turn,PC,asset_liabilities,rect_turn,asset_liabilities,rect_turn,0.774856032489876,0.774856032489876 * asset_liabilities * rect_turn
PC,edge,edge_PC__asset_turnover__roe,PC,asset_turnover,roe,asset_turnover,roe,-0.13016456145783814,-0.13016456145783814 * asset_turnover * roe
PC,edge,edge_PC__asset_turnover__roa,PC,asset_turnover,roa,asset_turnover,roa,0.49253950339183233,0.49253950339183233 * asset_turnover * roa
PC,edge,edge_PC__asset_turnover__rect_turn,PC,asset_turnover,rect_turn,asset_turnover,rect_turn,0.27069194389279244,0.27069194389279244 * asset_turnover * rect_turn
PC,edge,edge_PC__debt_ratio__leverage_ratio,PC,debt_ratio,leverage_ratio,debt_ratio,leverage_ratio,0.6196191859347152,0.6196191859347152 * debt_ratio * leverage_ratio
PC,edge,edge_PC__debt_ratio__rect_turn,PC,debt_ratio,rect_turn,debt_ratio,rect_turn,0.3598669881872109,0.3598669881872109 * debt_ratio * rect_turn
PC,edge,edge_PC__debt_ratio2__roa,PC,debt_ratio2,roa,debt_ratio2,roa,0.046439867060475135,0.046439867060475135 * debt_ratio2 * roa
PC,edge,edge_PC__debt_ratio2__capitalization_ratio,PC,debt_ratio2,capitalization_ratio,debt_ratio2,capitalization_ratio,0.2107830949667907,0.2107830949667907 * debt_ratio2 * capitalization_ratio
PC,edge,edge_PC__debt_ratio2__longtermdebt_invcap,PC,debt_ratio2,longtermdebt_invcap,debt_ratio2,longtermdebt_invcap,0.5924014339990127,0.5924014339990127 * debt_ratio2 * longtermdebt_invcap
PC,edge,edge_PC__debt_ratio2__totaldebt_invcap,PC,debt_ratio2,totaldebt_invcap,debt_ratio2,totaldebt_invcap,0.5676004694782198,0.5676004694782198 * debt_ratio2 * totaldebt_invcap
PC,edge,edge_PC__debt_ratio2__cash_debt,PC,debt_ratio2,cash_debt,debt_ratio2,cash_debt,-0.09728436378532715,-0.09728436378532715 * debt_ratio2 * cash_debt
PC,edge,edge_PC__debt_ratio2__debt_ebitda,PC,debt_ratio2,debt_ebitda,debt_ratio2,debt_ebitda,0.3434265824425539,0.3434265824425539 * debt_ratio2 * debt_ebitda
PC,edge,edge_PC__debt_ratio2__rect_turn,PC,debt_ratio2,rect_turn,debt_ratio2,rect_turn,0.11314119662469183,0.11314119662469183 * debt_ratio2 * rect_turn
PC,edge,edge_PC__roa__roe,PC,roa,roe,roa,roe,0.5477720420821419,0.5477720420821419 * roa * roe
PC,edge,edge_PC__roa__debt_ebitda,PC,roa,debt_ebitda,roa,debt_ebitda,-0.12257018363804223,-0.12257018363804223 * roa * debt_ebitda
PC,edge,edge_PC__roa__rect_turn,PC,roa,rect_turn,roa,rect_turn,0.11362438835454136,0.11362438835454136 * roa * rect_turn
PC,edge,edge_PC__longtermdebt_invcap__capitalization_ratio,PC,longtermdebt_invcap,capitalization_ratio,longtermdebt_invcap,capitalization_ratio,0.7748752971049281,0.7748752971049281 * longtermdebt_invcap * capitalization_ratio
PC,edge,edge_PC__longtermdebt_invcap__totaldebt_invcap,PC,longtermdebt_invcap,totaldebt_invcap,longtermdebt_invcap,totaldebt_invcap,-0.10131411100800361,-0.10131411100800361 * longtermdebt_invcap * totaldebt_invcap
PC,edge,edge_PC__totaldebt_invcap__leverage_ratio,PC,totaldebt_invcap,leverage_ratio,totaldebt_invcap,leverage_ratio,0.2863739574252265,0.2863739574252265 * totaldebt_invcap * leverage_ratio
PC,edge,edge_PC__totaldebt_invcap__cash_debt,PC,totaldebt_invcap,cash_debt,totaldebt_invcap,cash_debt,-0.06281307773603338,-0.06281307773603338 * totaldebt_invcap * cash_debt
GES,edge,edge_GES__asset_liabilities__leverage_ratio,GES,asset_liabilities,leverage_ratio,asset_liabilities,leverage_ratio,0.7842496878294754,0.7842496878294754 * asset_liabilities * leverage_ratio
GES,edge,edge_GES__asset_liabilities__roe,GES,asset_liabilities,roe,asset_liabilities,roe,-0.09523718190881175,-0.09523718190881175 * asset_liabilities * roe
GES,edge,edge_GES__asset_liabilities__debt_ratio,GES,asset_liabilities,debt_ratio,asset_liabilities,debt_ratio,-0.919852110112131,-0.919852110112131 * asset_liabilities * debt_ratio
GES,edge,edge_GES__asset_liabilities__rect_turn,GES,asset_liabilities,rect_turn,asset_liabilities,rect_turn,0.7917987532410673,0.7917987532410673 * asset_liabilities * rect_turn
GES,edge,edge_GES__asset_turnover__leverage_ratio,GES,asset_turnover,leverage_ratio,asset_turnover,leverage_ratio,0.16938816628712572,0.16938816628712572 * asset_turnover * leverage_ratio
GES,edge,edge_GES__asset_turnover__roe,GES,asset_turnover,roe,asset_turnover,roe,-0.1383766626901139,-0.1383766626901139 * asset_turnover * roe
GES,edge,edge_GES__asset_turnover__capitalization_ratio,GES,asset_turnover,capitalization_ratio,asset_turnover,capitalization_ratio,-0.12626546775219666,-0.12626546775219666 * asset_turnover * capitalization_ratio
GES,edge,edge_GES__asset_turnover__totaldebt_invcap,GES,asset_turnover,totaldebt_invcap,asset_turnover,totaldebt_invcap,0.25774143140113936,0.25774143140113936 * asset_turnover * totaldebt_invcap
GES,edge,edge_GES__asset_turnover__rect_turn,GES,asset_turnover,rect_turn,asset_turnover,rect_turn,0.28536854163595515,0.28536854163595515 * asset_turnover * rect_turn
GES,edge,edge_GES__debt_ratio__leverage_ratio,GES,debt_ratio,leverage_ratio,debt_ratio,leverage_ratio,1.4107297393951839,1.4107297393951839 * debt_ratio * leverage_ratio
GES,edge,edge_GES__debt_ratio__roe,GES,debt_ratio,roe,debt_ratio,roe,0.06959341524683621,0.06959341524683621 * debt_ratio * roe
GES,edge,edge_GES__debt_ratio__roa,GES,debt_ratio,roa,debt_ratio,roa,-0.2521291458768869,-0.2521291458768869 * debt_ratio * roa
GES,edge,edge_GES__debt_ratio__capitalization_ratio,GES,debt_ratio,capitalization_ratio,debt_ratio,capitalization_ratio,0.14529402265545277,0.14529402265545277 * debt_ratio * capitalization_ratio
GES,edge,edge_GES__debt_ratio__rect_turn,GES,debt_ratio,rect_turn,debt_ratio,rect_turn,0.38704148422711177,0.38704148422711177 * debt_ratio * rect_turn
GES,edge,edge_GES__debt_ratio2__leverage_ratio,GES,debt_ratio2,leverage_ratio,debt_ratio2,leverage_ratio,0.09504355930553597,0.09504355930553597 * debt_ratio2 * leverage_ratio
GES,edge,edge_GES__debt_ratio2__asset_liabilities,GES,debt_ratio2,asset_liabilities,debt_ratio2,asset_liabilities,0.010076094477155734,0.010076094477155734 * debt_ratio2 * asset_liabilities
GES,edge,edge_GES__debt_ratio2__debt_ratio,GES,debt_ratio2,debt_ratio,debt_ratio2,debt_ratio,0.054380950206696185,0.054380950206696185 * debt_ratio2 * debt_ratio
GES,edge,edge_GES__debt_ratio2__roa,GES,debt_ratio2,roa,debt_ratio2,roa,0.19222603160980373,0.19222603160980373 * debt_ratio2 * roa
GES,edge,edge_GES__debt_ratio2__capitalization_ratio,GES,debt_ratio2,capitalization_ratio,debt_ratio2,capitalization_ratio,0.6877863364310018,0.6877863364310018 * debt_ratio2 * capitalization_ratio
GES,edge,edge_GES__debt_ratio2__longtermdebt_invcap,GES,debt_ratio2,longtermdebt_invcap,debt_ratio2,longtermdebt_invcap,0.595743312189409,0.595743312189409 * debt_ratio2 * longtermdebt_invcap
GES,edge,edge_GES__debt_ratio2__totaldebt_invcap,GES,debt_ratio2,totaldebt_invcap,debt_ratio2,totaldebt_invcap,0.5080825412798154,0.5080825412798154 * debt_ratio2 * totaldebt_invcap
GES,edge,edge_GES__roa__leverage_ratio,GES,roa,leverage_ratio,roa,leverage_ratio,-0.15492750688021092,-0.15492750688021092 * roa * leverage_ratio
GES,edge,edge_GES__roa__roe,GES,roa,roe,roa,roe,0.5983927586303646,0.5983927586303646 * roa * roe
GES,edge,edge_GES__roa__asset_turnover,GES,roa,asset_turnover,roa,asset_turnover,0.5010719740981291,0.5010719740981291 * roa * asset_turnover
GES,edge,edge_GES__roa__totaldebt_invcap,GES,roa,totaldebt_invcap,roa,totaldebt_invcap,-0.2543200207919821,-0.2543200207919821 * roa * totaldebt_invcap
GES,edge,edge_GES__roa__rect_turn,GES,roa,rect_turn,roa,rect_turn,0.12345067561006642,0.12345067561006642 * roa * rect_turn
GES,edge,edge_GES__cash_debt__asset_liabilities,GES,cash_debt,asset_liabilities,cash_debt,asset_liabilities,0.14064470626917583,0.14064470626917583 * cash_debt * asset_liabilities
GES,edge,edge_GES__cash_debt__debt_ratio,GES,cash_debt,debt_ratio,cash_debt,debt_ratio,0.02538246011202355,0.02538246011202355 * cash_debt * debt_ratio
GES,edge,edge_GES__cash_debt__debt_ratio2,GES,cash_debt,debt_ratio2,cash_debt,debt_ratio2,-0.11289016736471527,-0.11289016736471527 * cash_debt * debt_ratio2
GES,edge,edge_GES__cash_debt__longtermdebt_invcap,GES,cash_debt,longtermdebt_invcap,cash_debt,longtermdebt_invcap,0.025395190776401122,0.025395190776401122 * cash_debt * longtermdebt_invcap
GES,edge,edge_GES__cash_debt__totaldebt_invcap,GES,cash_debt,totaldebt_invcap,cash_debt,totaldebt_invcap,-0.07032163871832446,-0.07032163871832446 * cash_debt * totaldebt_invcap
GES,edge,edge_GES__cash_debt__rect_turn,GES,cash_debt,rect_turn,cash_debt,rect_turn,0.017896792792874393,0.017896792792874393 * cash_debt * rect_turn
GES,edge,edge_GES__debt_ebitda__roe,GES,debt_ebitda,roe,debt_ebitda,roe,0.060077282182644,0.060077282182644 * debt_ebitda * roe
GES,edge,edge_GES__debt_ebitda__debt_ratio2,GES,debt_ebitda,debt_ratio2,debt_ebitda,debt_ratio2,0.3200446662776011,0.3200446662776011 * debt_ebitda * debt_ratio2
GES,edge,edge_GES__debt_ebitda__roa,GES,debt_ebitda,roa,debt_ebitda,roa,-0.12388673911071317,-0.12388673911071317 * debt_ebitda * roa
GOLEM,edge,edge_GOLEM__leverage_ratio__asset_liabilities,GOLEM,leverage_ratio,asset_liabilities,leverage_ratio,asset_liabilities,0.22407952386959032,0.22407952386959032 * leverage_ratio * asset_liabilities
GOLEM,edge,edge_GOLEM__leverage_ratio__asset_turnover,GOLEM,leverage_ratio,asset_turnover,leverage_ratio,asset_turnover,0.1974794707314396,0.1974794707314396 * leverage_ratio * asset_turnover
GOLEM,edge,edge_GOLEM__leverage_ratio__totaldebt_invcap,GOLEM,leverage_ratio,totaldebt_invcap,leverage_ratio,totaldebt_invcap,0.37766388943229096,0.37766388943229096 * leverage_ratio * totaldebt_invcap
GOLEM,edge,edge_GOLEM__roe__totaldebt_invcap,GOLEM,roe,totaldebt_invcap,roe,totaldebt_invcap,0.10869185228672827,0.10869185228672827 * roe * totaldebt_invcap
GOLEM,edge,edge_GOLEM__debt_ratio__leverage_ratio,GOLEM,debt_ratio,leverage_ratio,debt_ratio,leverage_ratio,0.788980055584391,0.788980055584391 * debt_ratio * leverage_ratio
GOLEM,edge,edge_GOLEM__debt_ratio__asset_liabilities,GOLEM,debt_ratio,asset_liabilities,debt_ratio,asset_liabilities,-1.048699832940353,-1.048699832940353 * debt_ratio * asset_liabilities
GOLEM,edge,edge_GOLEM__debt_ratio__rect_turn,GOLEM,debt_ratio,rect_turn,debt_ratio,rect_turn,-0.28039154714396436,-0.28039154714396436 * debt_ratio * rect_turn
GOLEM,edge,edge_GOLEM__debt_ratio2__roa,GOLEM,debt_ratio2,roa,debt_ratio2,roa,0.11369701003865869,0.11369701003865869 * debt_ratio2 * roa
GOLEM,edge,edge_GOLEM__debt_ratio2__capitalization_ratio,GOLEM,debt_ratio2,capitalization_ratio,debt_ratio2,capitalization_ratio,0.6865007546243282,0.6865007546243282 * debt_ratio2 * capitalization_ratio
GOLEM,edge,edge_GOLEM__debt_ratio2__totaldebt_invcap,GOLEM,debt_ratio2,totaldebt_invcap,debt_ratio2,totaldebt_invcap,0.79093630488225,0.79093630488225 * debt_ratio2 * totaldebt_invcap
GOLEM,edge,edge_GOLEM__debt_ratio2__debt_ebitda,GOLEM,debt_ratio2,debt_ebitda,debt_ratio2,debt_ebitda,0.30285465879454077,0.30285465879454077 * debt_ratio2 * debt_ebitda
GOLEM,edge,edge_GOLEM__debt_ratio2__rect_turn,GOLEM,debt_ratio2,rect_turn,debt_ratio2,rect_turn,0.1586446596627209,0.1586446596627209 * debt_ratio2 * rect_turn
GOLEM,edge,edge_GOLEM__roa__roe,GOLEM,roa,roe,roa,roe,0.5460032363209735,0.5460032363209735 * roa * roe
GOLEM,edge,edge_GOLEM__roa__asset_turnover,GOLEM,roa,asset_turnover,roa,asset_turnover,0.46582235783212617,0.46582235783212617 * roa * asset_turnover
GOLEM,edge,edge_GOLEM__roa__debt_ratio,GOLEM,roa,debt_ratio,roa,debt_ratio,-0.21028168542636172,-0.21028168542636172 * roa * debt_ratio
GOLEM,edge,edge_GOLEM__roa__capitalization_ratio,GOLEM,roa,capitalization_ratio,roa,capitalization_ratio,-0.1393846282359663,-0.1393846282359663 * roa * capitalization_ratio
GOLEM,edge,edge_GOLEM__roa__totaldebt_invcap,GOLEM,roa,totaldebt_invcap,roa,totaldebt_invcap,-0.17767812420181425,-0.17767812420181425 * roa * totaldebt_invcap
GOLEM,edge,edge_GOLEM__roa__rect_turn,GOLEM,roa,rect_turn,roa,rect_turn,0.24884649602937922,0.24884649602937922 * roa * rect_turn
GOLEM,edge,edge_GOLEM__capitalization_ratio__debt_ratio,GOLEM,capitalization_ratio,debt_ratio,capitalization_ratio,debt_ratio,0.11007412951491959,0.11007412951491959 * capitalization_ratio * debt_ratio
GOLEM,edge,edge_GOLEM__capitalization_ratio__longtermdebt_invcap,GOLEM,capitalization_ratio,longtermdebt_invcap,capitalization_ratio,longtermdebt_invcap,0.9275644799487559,0.9275644799487559 * capitalization_ratio * longtermdebt_invcap
GOLEM,edge,edge_GOLEM__capitalization_ratio__totaldebt_invcap,GOLEM,capitalization_ratio,totaldebt_invcap,capitalization_ratio,totaldebt_invcap,-0.8196661716437565,-0.8196661716437565 * capitalization_ratio * totaldebt_invcap
GOLEM,edge,edge_GOLEM__longtermdebt_invcap__totaldebt_invcap,GOLEM,longtermdebt_invcap,totaldebt_invcap,longtermdebt_invcap,totaldebt_invcap,0.3750161955647717,0.3750161955647717 * longtermdebt_invcap * totaldebt_invcap
GOLEM,edge,edge_GOLEM__rect_turn__leverage_ratio,GOLEM,rect_turn,leverage_ratio,rect_turn,leverage_ratio,0.2315407782335335,0.2315407782335335 * rect_turn * leverage_ratio
GOLEM,edge,edge_GOLEM__rect_turn__asset_liabilities,GOLEM,rect_turn,asset_liabilities,rect_turn,asset_liabilities,0.12047388491096073,0.12047388491096073 * rect_turn * asset_liabilities
GOLEM,edge,edge_GOLEM__rect_turn__roe,GOLEM,rect_turn,roe,rect_turn,roe,-0.13165978328807934,-0.13165978328807934 * rect_turn * roe
GOLEM,edge,edge_GOLEM__rect_turn__asset_turnover,GOLEM,rect_turn,asset_turnover,rect_turn,asset_turnover,0.24946671505396747,0.24946671505396747 * rect_turn * asset_turnover
