Unnamed: 0,leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label,edge_NOTEARS__leverage_ratio__totaldebt_invcap,edge_NOTEARS__asset_liabilities__rect_turn,edge_NOTEARS__debt_ratio__leverage_ratio,edge_NOTEARS__debt_ratio__asset_liabilities,edge_NOTEARS__debt_ratio2__capitalization_ratio,edge_NOTEARS__debt_ratio2__totaldebt_invcap,edge_NOTEARS__roa__roe,edge_NOTEARS__roa__asset_turnover,edge_NOTEARS__capitalization_ratio__longtermdebt_invcap
-1.7363020830988605,0.8764291757651368,-0.5081966833639936,0.1184423288905863,0.1584778058973912,0.7513081537493229,-0.8618803919783569,-0.3505015252896445,-0.603413611527056,-0.5679821172080451,-0.5255315535792914,-0.5471611648528085,-0.2945470575629696,-0.0003902670808306,0,-0.16573018425860875,7.158486423287085e-05,0.41135322101333055,0.31153113598212917,0.2996009978217936,0.20557888800799615,-0.016404414879436845,-0.02365324516544794,0.2754779780124895
-1.7361405894612028,0.8321244949791897,-0.4976390147675295,0.1795071164880798,0.2706086099474174,0.7284793002147594,-0.8801303353312303,-0.2141502591232738,-0.6669887369488303,-0.622248453406938,-0.547996803219737,-0.2848280414740149,-0.3162833419258695,0.0103555993687117,0,-0.1640787434076697,-0.0018600178894897501,0.3786914464795916,0.2957897821711902,0.33817900553773533,0.2189060327931586,-0.015190223675078619,-0.024677012771066938,0.33359493490177583
-1.7359790958235448,0.9568009836230618,-0.5271108637263973,0.3016366916830683,0.2706086099474174,0.7969658608184473,-0.8071305619197393,-0.1459746260400885,-0.2719147432563749,-0.2850219355995319,-0.4820987376077633,0.5021713286623657,-0.2873908039419534,-0.0046886136606476,0,-0.16597535160535012,0.0008920185276186916,0.4763666013108346,0.34276243186418903,0.12643220152929188,0.1766088659252935,-0.017399045913066843,-0.016820982266331972,0.06229427885519839
-1.7358176021858869,0.5912317079922788,-0.4489273660179958,0.4848310544755509,0.6070010220974928,0.6371638860765054,-0.6155061567145776,0.1267279062926526,-0.476263360683507,-0.3586691061551724,-0.0672404609142025,-0.5471611648528085,-0.2584982659580372,0.0189522925283456,0,-0.014304556225215474,-0.0030708972861120585,0.23533625789528714,0.2333881291984755,0.16887319727847713,0.018784333860408207,0.024278764543421132,0.03275624067315498,0.13730244294608418
-1.7356561085482292,0.532900922233896,-0.4515082535190726,0.3871273943195608,0.8592953312100541,0.5915061790073785,-0.6063811850381415,-0.009623359873718,-0.603413611527056,-0.4904587797810551,-0.044775211273757,1.0080994951786104,-0.2442526395909675,0.0683832781962406,0,-0.00858558921704061,-0.011144050444279236,0.19691814282320674,0.21790967325236676,0.21078610186359933,0.01232298944643141,-0.0014721244481892355,-0.0035212880288114047,0.2378782515490158
-1.7354946149105712,0.3970926042468204,-0.406264252358135,0.6619189385082848,1.391916650447678,0.523019618403688,-0.5333814116266513,0.4676060717085789,-0.5171330841689334,-0.2152509319152409,0.2442776674333085,0.2211001250422297,-0.2667914944534206,0.1350076501834034,0,0.03490290320147904,-0.01979677502349453,0.129744737483633,0.17337166485334507,0.1588990687413867,-0.05913632828568395,0.12230630411342414,0.27715693050147344,0.08947145198341544
-1.7353331212729135,0.3211735281261769,-0.3680944661673094,0.4787245757158022,1.5040474544977045,0.5001907648691245,-0.5060064965973434,-0.009623359873718,-0.4490168783598893,-0.1338514276169016,0.2337938842677674,0.0711954831114905,-0.2104777977347692,0.1178142638641355,0,0.02701835345795708,-0.015652532771222506,0.10035878275641932,0.15022647872940986,0.1308880240424901,-0.05369352970381379,-0.0018204398918835228,-0.006163404017136903,0.04830841579614104
-1.7351716276352556,0.4115639823929845,-0.3851574641190375,0.4237662668780573,1.0835569393101063,0.5458484719382515,-0.5790062700088328,-0.0777989929569034,-0.1674698943491739,0.2847745944888436,0.08702091995019,-0.1349233995432757,-0.2271311356004986,0.0662341049063321,0,0.012886857346255805,-0.009207621313312358,0.14034257265302652,0.17153863412909534,0.05586003010354583,-0.022868603896910613,-0.013027595093793788,-0.03589699416343911,-0.03833320310846295
-1.7350101339975976,0.4351634606005746,-0.3732665016463953,0.405446830598809,1.2517531453851454,0.5458484719382515,-0.5972562133617052,-0.0777989929569034,-0.1447644924128261,0.3235362632023388,0.0645556703097444,0.2960524460075994,-0.2310102263483392,0.070532451486149,0,0.01010817626997369,-0.009502446968265294,0.1483899519831248,0.1662427236221995,0.04980854791465768,-0.017499586499696688,-0.01246441152576033,-0.04146914086726851,-0.03764628613961789
-1.73484864035994,0.5052939854627523,-0.4432820456404494,-0.0036872463044021,1.111589640322613,0.5915061790073785,-0.6611310150967591,-0.6232040576223925,-0.3354898686781494,-0.3392882717984248,-0.3203489401965556,0.2398382052835721,-0.1453358255210324,0.0576374117466982,0,-0.058244297348204986,-0.009221722957922554,0.18671679677332084,0.21393949052156291,0.1277756483627159,0.09612659041215912,0.0009080218836308121,-0.29498989150666705,0.09149247563607489
